// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B40A8D
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	TrigIn1_Polarity	TrigIn1_Timestamp	TrigIn1_FrameNumber	TrigIn2_Polarity	TrigIn2_Timestamp	TrigIn2_FrameNumber
06899		7.748556	0.189506	3.214258	0.827138	0.585867	-1.483222	0.433524	0.258172	0.541958	-0.678711	-0.212891	-0.796143	0.077522	0.002036	0.032047	-0.838254	-0.124700	0.488272	-0.208258	0.662148	-60.520388	27.518171						
06900		7.558609	0.081903	3.210828	0.801983	0.481545	-1.653425	0.429795	0.250071	0.487633	-0.676514	-0.212891	-0.800537	0.075624	0.000935	0.032016	-0.838052	-0.125008	0.487138	-0.211514	0.400429	-60.386210	28.096868						
06901		7.860885	-0.243160	3.087926	1.187177	0.343358	-1.454422	0.468491	0.164483	0.398950	-0.676758	-0.210693	-0.796143	0.078639	-0.002347	0.030809	-0.837703	-0.125788	0.486260	-0.214436	0.254843	-60.299727	28.568534						
06902		7.905980	-0.410336	3.083367	1.296061	0.227613	-1.419330	0.529464	0.128956	0.308609	-0.680908	-0.217529	-0.800537	0.079086	-0.004063	0.030772	-0.837319	-0.127074	0.485403	-0.217103	0.235255	-60.232799	28.935011						
06903		7.742021	-1.419257	2.874734	1.884038	-0.592699	-1.669202	0.626538	0.096898	0.252094	-0.676270	-0.219482	-0.793945	0.077452	-0.014185	0.028665	-0.836847	-0.128943	0.484534	-0.219746	0.329873	-60.184441	29.234870						
06904		7.745455	-2.029484	2.699256	2.333591	-1.039036	-1.758398	0.750428	0.045618	0.222140	-0.677979	-0.230713	-0.791748	0.077483	-0.020310	0.026899	-0.836191	-0.131456	0.483719	-0.222529	0.525349	-60.165856	29.500306						
06905		7.549523	-2.564107	2.624756	2.590002	-1.511243	-1.972580	0.843928	-0.004973	0.220039	-0.675781	-0.228516	-0.789551	0.075523	-0.025668	0.026141	-0.835341	-0.134421	0.483001	-0.225492	0.777565	-60.176613	29.762188						
06906		7.613839	-2.519481	2.853819	2.444589	-1.552043	-1.807832	0.885956	-0.004863	0.252777	-0.673096	-0.235107	-0.782959	0.076170	-0.025225	0.028428	-0.834407	-0.137483	0.482249	-0.228691	1.021345	-60.188477	30.062109						
06907		7.869869	-1.976422	3.160281	2.067053	-1.153825	-1.432687	0.892356	0.008571	0.311662	-0.677246	-0.244141	-0.782959	0.078731	-0.019782	0.031511	-0.833418	-0.140408	0.481462	-0.232152	1.209410	-60.193552	30.429852						
06908		8.572482	-1.492252	3.262870	2.052682	-0.601333	-0.769156	0.863116	0.012241	0.386273	-0.678955	-0.255371	-0.780762	0.085756	-0.014898	0.032559	-0.832351	-0.143028	0.480736	-0.235856	1.306270	-60.198247	30.884086						
06909		9.430640	-1.081308	3.240819	2.222024	-0.006122	-0.031499	0.785734	0.044265	0.459168	-0.677002	-0.250732	-0.780762	0.094338	-0.010724	0.032345	-0.831315	-0.145106	0.480009	-0.239690	1.284972	-60.185362	31.422708						
06910		10.236811	-0.852377	3.412202	2.311261	0.343544	0.756226	0.621017	0.036265	0.536547	-0.683350	-0.253174	-0.771973	0.102397	-0.008355	0.034077	-0.830268	-0.146331	0.479560	-0.243445	1.093941	-60.177793	32.049761						
06911		10.770754	-0.233766	3.555715	2.074655	0.972729	1.298402	0.428254	-0.030193	0.608985	-0.676758	-0.250977	-0.771973	0.107709	-0.002086	0.035569	-0.829104	-0.146650	0.479667	-0.246982	0.719330	-60.207105	32.759511						
06912		11.471437	0.206368	3.536274	2.096834	1.578679	1.902788	0.244745	-0.174014	0.619080	-0.690430	-0.249023	-0.769775	0.114677	0.002375	0.035465	-0.827701	-0.146369	0.480602	-0.250017	0.229288	-60.317128	33.481926						
06913		12.275846	0.598660	3.677360	2.051898	2.095411	2.676361	0.111161	-0.215721	0.552204	-0.683838	-0.244385	-0.765137	0.122702	0.006305	0.036909	-0.826376	-0.145737	0.481819	-0.252416	-0.275361	-60.447026	34.130931						
06914		12.895200	0.526391	5.131290	1.242116	1.541527	3.934094	-0.006696	-0.072069	0.431872	-0.688232	-0.246826	-0.769775	0.128922	0.005544	0.051359	-0.825621	-0.144734	0.482507	-0.254142	-0.728167	-60.493810	34.643327						
06915		13.494043	1.291150	6.520772	0.018854	1.712705	5.131971	-0.053145	0.052020	0.337043	-0.684326	-0.237793	-0.769775	0.134935	0.013156	0.065169	-0.825324	-0.143602	0.482664	-0.255448	-1.110695	-60.467266	35.043180						
