// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B40AC5
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	TrigIn1_Polarity	TrigIn1_Timestamp	TrigIn1_FrameNumber	TrigIn2_Polarity	TrigIn2_Timestamp	TrigIn2_FrameNumber
06899		5.918389	-0.550324	7.984554	-0.637112	-0.078293	0.120648	0.056410	-0.328061	0.318576	-0.636475	0.171387	-0.257568	0.059062	-0.005432	0.079941	0.820456	-0.160747	-0.284276	-0.469254	0.220170	-38.121733	-59.610296						
06900		5.847530	-0.076162	8.060195	-0.290809	0.290099	0.137052	0.131706	-0.382098	0.276695	-0.638916	0.175781	-0.251221	0.058322	-0.000734	0.080713	0.820615	-0.161659	-0.286088	-0.467559	0.161329	-38.367732	-59.402298						
06901		5.849212	0.147891	8.145823	-0.142262	0.489601	0.203771	0.160242	-0.463831	0.286989	-0.647705	0.169189	-0.250977	0.058301	0.001497	0.081595	0.820739	-0.162571	-0.288172	-0.465742	0.115219	-38.642644	-59.187314						
06902		5.432169	0.648035	8.476776	-0.011583	1.253352	0.197949	0.196341	-0.532919	0.335956	-0.647949	0.175781	-0.249023	0.054085	0.006488	0.084918	0.820857	-0.163651	-0.290699	-0.463580	0.063111	-38.974511	-58.933649						
06903		5.489551	0.833096	8.464634	0.147661	1.361190	0.217478	0.141701	-0.621306	0.407610	-0.654297	0.171143	-0.246582	0.054615	0.008382	0.084822	0.820999	-0.165177	-0.293281	-0.461155	-0.053570	-39.339263	-58.626746						
06904		5.538923	0.501856	8.240075	-0.069656	1.105289	0.066753	0.151211	-0.740273	0.445505	-0.665771	0.177734	-0.244629	0.055072	0.005079	0.082609	0.821005	-0.167072	-0.296451	-0.458425	-0.188846	-39.788594	-58.287100						
06905		5.997636	0.312820	8.336882	-0.108926	0.840500	0.427139	0.118869	-0.892286	0.460051	-0.665771	0.173340	-0.231201	0.059596	0.003216	0.083637	0.820815	-0.169385	-0.300038	-0.455575	-0.352186	-40.307316	-57.933729						
06906		6.332070	0.053031	8.056000	-0.139271	0.433968	0.423925	0.128605	-1.101422	0.458763	-0.679443	0.181885	-0.233643	0.062874	0.000623	0.080907	0.820248	-0.172207	-0.304608	-0.452495	-0.518768	-40.961642	-57.573399						
06907		5.730366	-0.197636	8.764435	-0.890943	1.197239	0.553733	0.094015	-1.340601	0.422297	-0.686035	0.175293	-0.215576	0.056719	-0.001898	0.088025	0.819210	-0.175568	-0.309987	-0.449420	-0.693059	-41.735852	-57.234217						
06908		5.566278	-0.111005	9.108600	-1.074583	1.683720	0.673984	0.054613	-1.607437	0.363408	-0.699951	0.188232	-0.207275	0.054930	-0.001035	0.091529	0.817500	-0.179667	-0.316511	-0.446356	-0.873172	-42.678710	-56.928027						
06909		5.851621	-0.029007	8.457049	-0.741922	1.340696	0.356520	-0.020856	-1.923000	0.285589	-0.710938	0.185791	-0.182861	0.057700	-0.000198	0.085128	0.815023	-0.184563	-0.324092	-0.443438	-1.064871	-43.786258	-56.671568						
06910		5.391538	-1.204572	9.272931	-2.312953	1.660805	0.598558	-0.096476	-2.262117	0.223963	-0.715576	0.187988	-0.171875	0.052875	-0.011941	0.093337	0.811655	-0.190473	-0.333009	-0.440501	-1.283845	-45.103562	-56.445960						
06911		5.571123	-1.290768	9.078767	-2.365794	1.614656	0.527376	-0.082721	-2.622939	0.091769	-0.731201	0.181152	-0.149414	0.054520	-0.012845	0.091513	0.807325	-0.196797	-0.343394	-0.437696	-1.430988	-46.613369	-56.312658						
06912		5.280461	-1.903728	9.088446	-3.147692	1.706150	0.251103	-0.054057	-3.027566	-0.058471	-0.742432	0.187500	-0.116455	0.051415	-0.019028	0.091675	0.801794	-0.203665	-0.355645	-0.434929	-1.486628	-48.371530	-56.287129						
06913		5.347102	-1.626498	8.426980	-2.809123	1.667584	-0.243548	0.032611	-3.538397	-0.184717	-0.755615	0.174072	-0.082764	0.051954	-0.016327	0.085195	0.794989	-0.210944	-0.370070	-0.431906	-1.413923	-50.409545	-56.363640						
06914		4.931015	-1.915944	8.344001	-3.377356	1.973441	-0.741124	0.121103	-4.157748	-0.295331	-0.766602	0.169189	-0.038086	0.047533	-0.019281	0.084429	0.786552	-0.218994	-0.387208	-0.428308	-1.214639	-52.817270	-56.536863						
06915		4.800078	-2.648136	8.586518	-4.394428	2.137644	-0.875102	0.296143	-4.966334	-0.487205	-0.781738	0.157715	0.010986	0.045785	-0.026723	0.086981	0.775951	-0.227528	-0.407820	-0.424045	-0.734927	-55.675793	-56.923756						
06916		3.006809	-3.846905	8.516123	-6.215034	2.629497	-2.685577	0.574614	-6.010065	-0.863922	-0.785889	0.146484	0.066895	0.027327	-0.038837	0.085899	0.762094	-0.236315	-0.433251	-0.419120	0.332807	-59.142334	-57.806709						
06917		2.150003	-2.627107	7.699799	-5.345809	3.373971	-4.261509	1.006230	-7.467062	-1.571413	-0.794189	0.126221	0.134277	0.018401	-0.026813	0.077590	0.743228	-0.244623	-0.465373	-0.413763	2.750949	-63.404382	-59.909617						
06918		9.113029	2.803945	9.197352	-0.508010	5.234033	2.341978	1.246057	-8.735910	-2.195548	-0.791260	0.108398	0.216797	0.087291	0.026477	0.096011	0.719057	-0.252839	-0.502693	-0.407835	7.213708	-68.304721	-64.019244						
06919		13.245842	7.470597	14.055839	0.643187	11.085136	7.659973	0.767577	-8.828268	-1.291720	-0.781738	0.094971	0.297119	0.126554	0.073321	0.146516	0.694457	-0.264653	-0.537145	-0.398952	12.171187	-73.179603	-68.804089						
06920		12.604154	3.396454	11.526702	-2.370830	8.204364	5.357322	0.116635	-9.159070	-0.147602	-0.754639	0.094971	0.383789	0.120615	0.033805	0.120895	0.668927	-0.281958	-0.568872	-0.386549	17.897039	-78.251209	-74.641986						
06921		19.442351	2.513404	12.428557	-4.089157	8.551355	11.366592	0.246688	-9.237462	0.395384	-0.718750	0.095215	0.463623	0.188360	0.025350	0.133112	0.643018	-0.299878	-0.599092	-0.371065	29.947455	-83.218149	-86.700110						
06922		22.173177	-0.703597	11.399480	-7.231209	7.413411	12.867175	0.543108	-9.521699	0.570071	-0.683105	0.104248	0.538818	0.215994	-0.006743	0.124353	0.615573	-0.317262	-0.629214	-0.352852	82.675342	-86.911270	-139.265661						
06923		22.689030	6.402649	13.998631	-3.775764	15.292860	12.617969	0.637499	-8.797055	0.911228	-0.633789	0.109131	0.607422	0.220145	0.064572	0.149976	0.589872	-0.333442	-0.655362	-0.333719	151.576337	-84.691462	152.061408						
06924		23.677682	7.725507	15.273371	-4.327415	18.917014	12.014873	0.726852	-8.801889	1.683667	-0.575928	0.129639	0.668945	0.229088	0.078625	0.163215	0.564401	-0.351247	-0.679085	-0.311319	171.145845	-80.148096	132.754093						
06925		27.098359	2.609098	20.353820	-12.485112	22.349614	12.535588	1.381174	-7.535977	2.137396	-0.527588	0.159180	0.712158	0.262768	0.027476	0.213731	0.544071	-0.366125	-0.698222	-0.287098	179.406222	-75.928275	125.121184						
06926		21.265082	0.085690	21.869312	-15.295264	22.059872	4.664382	2.857623	-6.250385	1.731577	-0.488037	0.186279	0.720215	0.205680	-0.000529	0.225194	0.529593	-0.373201	-0.715716	-0.260774	-175.846276	-72.310669	121.885833						
06927		12.405213	-5.024513	17.348678	-16.036419	13.513604	-3.466276	3.623461	-3.981988	1.901974	-0.453369	0.222168	0.732178	0.121068	-0.052246	0.174983	0.524310	-0.375519	-0.727158	-0.235213	-171.342216	-69.912176	119.316334						
06928		37.950466	8.997960	26.190944	-15.359057	36.228047	15.847792	5.380451	-2.790350	1.164167	-0.450439	0.264404	0.710693	0.375275	0.084990	0.269497	0.525390	-0.368796	-0.738242	-0.207252	-167.310033	-68.217203	118.296740						
06929		23.648807	16.378589	29.912194	-10.517184	38.903478	0.094407	3.372612	2.032499	2.362437	-0.460205	0.288818	0.680908	0.237613	0.161540	0.299448	0.541359	-0.366517	-0.731867	-0.192269	-161.247941	-68.962288	113.857077						
06930		1.329079	16.653110	18.135049	0.192171	23.694297	-16.631954	1.787701	2.782107	2.456252	-0.476807	0.313232	0.660156	0.013792	0.165070	0.182641	0.557115	-0.367911	-0.721345	-0.184187	-155.150411	-69.929989	108.436561						
06931		0.352495	11.350264	14.081216	-1.125048	17.153245	-15.445835	0.355144	2.850352	2.433945	-0.486328	0.324219	0.635254	0.004154	0.113300	0.140957	0.570130	-0.373072	-0.709150	-0.181313	-149.370980	-70.717530	102.511279						
06932		0.056468	7.036283	11.259456	-2.414687	12.346096	-14.058710	0.034107	2.656656	1.886795	-0.493408	0.333008	0.604004	0.001397	0.070354	0.112592	0.581320	-0.377173	-0.697933	-0.180821	-144.272267	-71.414224	97.139821						
06933		1.517988	6.437928	11.207112	-2.869656	12.438435	-12.341511	0.055078	2.923436	0.967813	-0.507080	0.337402	0.583740	0.016504	0.064426	0.111854	0.592373	-0.377764	-0.687602	-0.183281	-139.758012	-72.384291	92.419873						
06934		2.833146	6.658840	11.609371	-2.955139	13.313110	-10.889171	0.098492	3.434943	0.032494	-0.531738	0.339355	0.550537	0.030309	0.066536	0.115617	0.604395	-0.374328	-0.677285	-0.189394	-135.252540	-73.839645	87.769819						
06935		3.402121	7.225517	11.740645	-2.541419	13.967873	-10.012435	-0.116292	4.080701	-0.683230	-0.554199	0.336914	0.528320	0.036653	0.072201	0.116634	0.617163	-0.368485	-0.666003	-0.199421	-129.986655	-75.703789	82.240041						
06936		3.636006	6.359265	11.056370	-2.570412	12.980939	-8.940871	-0.513533	4.662508	-1.145284	-0.580811	0.327881	0.488770	0.039286	0.063655	0.109507	0.630518	-0.361428	-0.652934	-0.213295	-122.727520	-77.837590	74.482360						
06937		4.252188	4.162321	10.113071	-3.330496	10.954238	-7.251580	-0.853881	5.151054	-1.402512	-0.607178	0.312012	0.447021	0.045396	0.041740	0.099808	0.644010	-0.353981	-0.638110	-0.229705	-111.758986	-79.905678	62.804142						
06938		4.910504	1.517846	9.139105	-4.374428	8.518645	-5.545740	-0.934977	5.558952	-1.513090	-0.625000	0.300781	0.409668	0.051733	0.015216	0.089906	0.658185	-0.345541	-0.621438	-0.247404	-94.333192	-81.501134	44.609536						
06939		5.883563	-0.645070	8.435393	-5.200387	6.509937	-3.751702	-0.721142	5.876454	-1.545010	-0.642334	0.285156	0.361572	0.061229	-0.006618	0.082602	0.672929	-0.335751	-0.603617	-0.264734	-70.888620	-81.952575	20.504125						
06940		7.252837	-1.840257	8.227512	-5.529216	5.341266	-1.778703	-0.329834	6.161616	-1.524164	-0.659912	0.276367	0.315186	0.074875	-0.018834	0.080023	0.688725	-0.323839	-0.584578	-0.281168	-47.694211	-80.870615	-3.135051						
06941		8.921700	-2.385741	8.183013	-5.344119	4.478441	0.364927	0.136543	6.484218	-1.434936	-0.670898	0.262939	0.262451	0.091632	-0.024564	0.078868	0.705455	-0.309952	-0.564477	-0.296022	-31.152271	-78.501811	-19.865938						
06942		9.404523	-2.503369	7.971992	-4.856982	3.596274	1.218250	0.577156	6.794754	-1.306142	-0.677246	0.256348	0.211670	0.096511	-0.025882	0.076395	0.723280	-0.293883	-0.542903	-0.309444	-20.546864	-75.289701	-30.408073						
06943		10.549637	-2.553741	7.734604	-4.103738	2.515591	2.612994	1.018174	7.010406	-1.171614	-0.681396	0.243164	0.158936	0.107963	-0.026546	0.073457	0.741485	-0.276060	-0.520537	-0.320986	-13.824748	-71.652244	-36.811669						
06944		11.526113	-1.612702	7.712933	-2.672678	2.073391	3.730193	1.394402	7.226314	-1.056607	-0.685791	0.236572	0.097168	0.117854	-0.017263	0.072784	0.760115	-0.256243	-0.496922	-0.331110	-9.165662	-67.687185	-40.923168						
06945		11.709255	-0.048582	7.945573	-1.084619	2.303436	4.103621	1.575415	7.360713	-0.992152	-0.687256	0.218994	0.046631	0.119903	-0.001679	0.075067	0.778195	-0.235497	-0.472512	-0.340126	-5.818732	-63.587007	-43.608610						
06946		11.699091	1.586472	8.466712	0.348189	2.800412	4.435452	1.530960	7.373900	-1.005905	-0.687256	0.214600	-0.010742	0.120084	0.014639	0.080392	0.795241	-0.214337	-0.447099	-0.348934	-3.252122	-59.393112	-45.526536						
06947		12.553861	2.348339	9.506626	1.166240	2.697808	5.831439	1.352753	7.242229	-1.160032	-0.686768	0.201416	-0.063477	0.129004	0.022119	0.090589	0.810274	-0.193659	-0.421642	-0.358009	-1.200271	-55.280844	-47.046583						
06948		14.991729	2.439264	10.414143	2.270255	1.179252	8.420774	1.186761	7.163684	-1.532536	-0.686279	0.183838	-0.120605	0.153699	0.022627	0.098818	0.823305	-0.172537	-0.395762	-0.368472	0.689935	-51.152331	-48.552165						
06949		17.324385	3.486568	10.952225	4.360863	-0.215076	10.509112	1.031109	7.210011	-2.058467	-0.673828	0.153076	-0.179443	0.177387	0.032510	0.103348	0.834058	-0.150891	-0.369525	-0.380828	2.499865	-46.998607	-50.169629						
06950		18.985032	4.346285	11.080059	6.302023	-1.951411	11.595657	0.745622	7.238216	-2.648353	-0.657227	0.126709	-0.240479	0.194246	0.040513	0.103977	0.842391	-0.128863	-0.342306	-0.395726	4.201967	-42.742130	-51.969910						
06951		21.538101	3.860734	10.589270	7.900495	-5.644866	12.465884	0.335643	7.175170	-3.391344	-0.638428	0.098145	-0.290527	0.219606	0.034738	0.098124	0.847499	-0.107426	-0.314717	-0.413713	5.742331	-38.486661	-54.045313						
06952		22.679787	-0.238026	8.815877	6.432554	-11.463712	10.657846	0.113985	6.920285	-4.183263	-0.614746	0.065430	-0.340332	0.229549	-0.007211	0.080243	0.849150	-0.085834	-0.287454	-0.434680	7.236950	-34.249929	-56.448276						
06953		25.679525	-3.093399	6.673672	6.444723	-17.738246	9.081122	0.290514	6.671423	-4.878774	-0.595459	0.023438	-0.380859	0.257971	-0.037307	0.058092	0.847530	-0.063097	-0.261662	-0.457433	8.803663	-30.083307	-59.083857						
