// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B40A23
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw
47334		2.191781	-0.789723	10.322520	10.478374	0.128021	-8.343207	-0.283684	3.318613	-0.721221	-0.769775	0.197021	0.511475	0.023598	-0.007834	0.102854	-0.040770	-0.724349	0.009807	-0.688157	137.400593	-86.139956	38.498050
47335		3.802684	-1.767304	9.504244	9.726032	1.243430	-6.383419	-0.286279	3.943223	-0.659425	-0.803467	0.194336	0.467285	0.039833	-0.017667	0.094294	-0.044290	-0.710525	0.007608	-0.702236	100.628852	-86.952440	75.163488
47336		4.539874	-2.312557	8.699884	8.807209	1.921281	-5.299037	-0.160826	4.484356	-0.648271	-0.828125	0.189453	0.423096	0.047259	-0.023207	0.085972	-0.047308	-0.694607	0.004900	-0.717816	59.191966	-86.082027	116.574295
47337		5.468193	-2.247697	8.117006	7.948103	2.021082	-4.019281	0.000187	4.910765	-0.647431	-0.854980	0.187012	0.367920	0.056579	-0.022658	0.079796	-0.049763	-0.676689	0.001501	-0.734584	37.734475	-83.889825	138.104872
47338		6.625007	-1.977354	7.626239	7.013497	1.960646	-2.539184	0.118439	5.259801	-0.661065	-0.875244	0.186768	0.310303	0.068159	-0.020041	0.074475	-0.051822	-0.657190	-0.002454	-0.751938	27.799510	-81.143476	148.187459
47339		7.465490	-1.387652	7.316670	6.125386	1.575553	-1.376911	0.161390	5.534046	-0.671108	-0.893066	0.175293	0.255127	0.076593	-0.014189	0.071054	-0.053750	-0.636057	-0.006682	-0.769739	22.407849	-78.091159	153.756883
47340		7.869307	-0.756622	7.206425	5.401243	1.112826	-0.648191	0.103276	5.736855	-0.653725	-0.906738	0.177490	0.190674	0.080691	-0.007864	0.069765	-0.055732	-0.613743	-0.010670	-0.787464	19.076775	-74.886577	157.239307
47341		8.582619	-0.308707	7.208730	4.638426	0.860183	0.357446	-0.036072	5.851239	-0.617177	-0.911133	0.170898	0.126465	0.087876	-0.003343	0.069537	-0.057957	-0.590283	-0.014028	-0.804991	16.731627	-71.571470	159.661767
47342		9.478861	-0.221983	7.333820	3.855507	0.982335	1.492653	-0.215808	5.949750	-0.584191	-0.919922	0.164307	0.073486	0.096907	-0.002424	0.070479	-0.060510	-0.565994	-0.016575	-0.822019	14.943234	-68.203645	161.430780
47343		10.255636	-0.788833	7.497099	3.074032	1.741521	2.413341	-0.363317	6.038458	-0.571957	-0.922119	0.159912	0.006836	0.104734	-0.008053	0.071845	-0.063379	-0.540637	-0.018497	-0.838661	13.498154	-64.753083	162.774463
47344		11.243062	-1.153251	7.923074	2.314717	2.324838	3.592190	-0.416525	6.118188	-0.571638	-0.917480	0.155762	-0.048584	0.114751	-0.011698	0.075768	-0.066312	-0.514568	-0.020199	-0.854643	12.343634	-61.266467	163.798530
47345		12.008873	-0.986299	8.441720	1.544256	2.365878	4.623318	-0.409140	6.198685	-0.542788	-0.908691	0.153809	-0.114990	0.122601	-0.010026	0.080663	-0.069040	-0.487514	-0.021866	-0.870106	11.375939	-57.710478	164.643908
47346		12.558437	-0.237416	9.075967	0.802776	1.807177	5.554671	-0.432026	6.246099	-0.469951	-0.906250	0.149658	-0.172607	0.128331	-0.002483	0.086785	-0.071426	-0.459928	-0.023250	-0.884773	10.511106	-54.149069	165.385241
47347		13.121485	0.482377	9.726593	-0.052267	1.276058	6.475180	-0.548886	6.235689	-0.367223	-0.888184	0.143555	-0.241455	0.134170	0.004839	0.093100	-0.073563	-0.431751	-0.023852	-0.898672	9.644938	-50.578442	166.075345
47348		13.850831	0.948786	10.209388	-1.217613	1.004683	7.345105	-0.744193	6.176832	-0.241611	-0.863770	0.144287	-0.294922	0.141583	0.009687	0.097717	-0.075487	-0.403513	-0.023262	-0.911558	8.725327	-47.066050	166.726383
47349		14.638334	0.972643	10.593503	-2.544571	1.150155	8.063252	-0.963957	6.066399	-0.118779	-0.836914	0.144775	-0.343750	0.149511	0.010134	0.101383	-0.077239	-0.375168	-0.021356	-0.923486	7.729632	-43.600530	167.342350
47350		15.368700	0.411800	10.803494	-3.941016	1.832000	8.465400	-1.131052	5.939054	-0.003554	-0.816650	0.145264	-0.392822	0.156803	0.004709	0.103383	-0.078710	-0.347166	-0.018396	-0.934314	6.696222	-40.227773	167.914451
47351		16.314886	-0.633795	11.052837	-5.450753	2.996444	8.894093	-1.169132	5.792814	0.130608	-0.771729	0.144043	-0.441895	0.166263	-0.005602	0.105777	-0.079565	-0.319380	-0.014946	-0.944162	5.674386	-36.921149	168.470404
47352		17.667344	-2.213537	11.249018	-7.271705	4.738369	9.374009	-0.999948	5.659174	0.251052	-0.738281	0.147217	-0.479736	0.179790	-0.021365	0.107540	-0.079521	-0.292183	-0.012042	-0.952975	4.787015	-33.708675	169.008974
47353		19.635893	-2.313119	10.208425	-10.545465	5.147648	9.089650	-0.608162	5.588290	0.381992	-0.699951	0.143555	-0.519775	0.199153	-0.022453	0.096614	-0.078221	-0.265105	-0.010766	-0.960981	4.138229	-30.519909	169.563688
47354		20.932711	4.240771	9.275379	-14.123180	-1.164787	8.659812	-0.390582	5.604010	0.788334	-0.657715	0.151123	-0.542480	0.211645	0.043412	0.086760	-0.074617	-0.237991	-0.010003	-0.968345	3.542994	-27.349837	170.325153
47355		21.570097	3.035336	8.399348	-15.912738	-0.028509	7.265643	-0.663477	5.533690	1.170397	-0.621826	0.156250	-0.569336	0.217729	0.031889	0.077883	-0.069430	-0.210815	-0.007421	-0.975029	2.749179	-24.209343	171.264222
47356		22.444167	0.457058	6.835753	-17.897647	2.433510	5.163626	-0.626359	5.343898	1.200029	-0.581543	0.159424	-0.591797	0.226127	0.006126	0.062312	-0.064013	-0.184540	-0.004927	-0.980726	2.046065	-21.182253	172.148498
47357		22.203994	-1.565745	4.759785	-18.917485	4.219329	2.117865	-0.354459	5.015103	0.997268	-0.541260	0.162354	-0.612061	0.223215	-0.014469	0.042036	-0.059300	-0.159725	-0.003836	-0.985371	1.599842	-18.319855	172.854169
47358		21.574083	-1.053648	2.413619	-19.650400	3.497043	-1.214632	-0.087750	4.527602	0.746239	-0.516602	0.160645	-0.629883	0.216251	-0.009721	0.019249	-0.055587	-0.137393	-0.004122	-0.988947	1.394733	-15.741110	173.372977
47359		21.720824	0.315074	-0.141465	-20.954978	2.037644	-4.465955	-0.136117	3.950733	0.603145	-0.498535	0.158936	-0.638672	0.217113	0.003803	-0.005707	-0.052599	-0.117759	-0.004093	-0.991640	1.208201	-13.480712	173.784728
47360		22.467125	1.275190	-3.181116	-22.630337	1.060243	-8.020481	-0.470336	3.325574	0.483494	-0.469482	0.161621	-0.650146	0.224069	0.013213	-0.035571	-0.050397	-0.101167	-0.002323	-0.993589	0.866411	-11.583955	174.104734
47361		25.159794	3.501700	-6.832560	-26.215110	-0.927036	-11.768440	-1.095084	2.653301	0.346364	-0.456055	0.166504	-0.652588	0.250600	0.035065	-0.071847	-0.049186	-0.087688	0.002663	-0.994929	0.193569	-10.064091	174.322495
47362		28.270059	4.110004	-11.023866	-29.957212	-1.108208	-16.050480	-1.977574	1.998310	0.207326	-0.445313	0.177734	-0.650635	0.281536	0.040281	-0.113457	-0.049037	-0.077278	0.012127	-0.995729	-0.961120	-8.921701	174.436173
47363		27.396495	1.546792	-14.218811	-29.186835	1.714210	-19.827692	-2.619846	1.216000	0.049052	-0.439453	0.202393	-0.646729	0.273089	0.013656	-0.144037	-0.049866	-0.070596	0.024925	-0.995946	-2.467329	-8.227546	174.444792
47364		22.809469	-2.881092	-14.998802	-24.205853	6.115323	-21.223193	-2.575034	0.114704	-0.242694	-0.437744	0.217773	-0.642578	0.227972	-0.031017	-0.149729	-0.051986	-0.069434	0.037658	-0.995519	-3.925183	-8.172937	174.302002
47365		18.219452	-6.489123	-13.564819	-19.081646	9.525289	-19.971213	-1.811976	-1.373247	-0.792665	-0.453857	0.224121	-0.638184	0.182855	-0.066833	-0.133795	-0.056291	-0.076006	0.046795	-0.994417	-4.908401	-8.999831	173.906760
47366		18.727855	-7.099862	-10.155368	-19.055810	10.156362	-15.973811	-0.523283	-2.781539	-1.405103	-0.471924	0.226074	-0.624756	0.188159	-0.072579	-0.098752	-0.062810	-0.090034	0.049666	-0.992714	-5.096402	-10.660899	173.235163
47367		21.800183	-7.234248	-5.772620	-21.262543	10.410389	-10.433256	1.005107	-3.540688	-1.597060	-0.504883	0.207520	-0.608643	0.218397	-0.073807	-0.054230	-0.069384	-0.108392	0.045111	-0.990657	-4.371482	-12.768859	172.476606
47368		3.892901	-7.118140	8.215896	-0.800516	6.786307	-0.506345	3.079538	-3.693934	-1.225349	-0.526611	0.191650	-0.594971	0.036974	-0.072673	0.081743	-0.072923	-0.128025	0.030490	-0.988616	-2.468291	-14.926625	171.886111
47369		2.977690	6.476238	30.370221	4.365857	-7.925484	20.038196	3.584222	-3.717906	-0.843977	-0.543701	0.168945	-0.589844	0.024369	0.059190	0.305283	-0.074198	-0.147897	0.013640	-0.986121	-0.297001	-17.080373	171.438742
47370		-13.362432	13.264464	21.758759	17.271786	-15.794214	6.923708	2.636954	-2.333228	0.635791	-0.557129	0.166504	-0.576416	-0.136579	0.129343	0.217726	-0.068937	-0.160338	0.002001	-0.984650	1.097164	-18.423013	171.812415
47371		-11.421565	8.229806	5.298312	11.421266	-9.682572	-8.385985	2.216192	-3.086575	1.964028	-0.582031	0.170410	-0.565430	-0.115821	0.080585	0.052103	-0.057436	-0.176327	-0.006226	-0.982635	1.984388	-20.231508	172.955497
47372		8.513932	16.087132	2.870898	-8.401193	-15.112110	-3.447159	1.131867	-5.045369	1.869642	-0.602539	0.183350	-0.534424	0.082856	0.161479	0.031731	-0.047385	-0.201456	-0.008660	-0.978312	2.246299	-23.163281	173.993593
47373		27.215752	13.066414	16.058503	-19.016780	-10.611814	16.546836	0.008609	-4.945983	1.067496	-0.627686	0.191650	-0.514648	0.267374	0.132093	0.167243	-0.042351	-0.225712	-0.006423	-0.973252	2.016673	-26.027628	174.550570
47374		22.628112	3.559021	15.978312	-13.060541	-1.723933	14.811965	0.000911	-3.578075	-0.212899	-0.654541	0.193359	-0.499023	0.223412	0.035351	0.163797	-0.043491	-0.243107	-0.005882	-0.969006	2.113908	-28.075338	174.331718
47375		20.028340	-4.206298	11.262644	-11.625001	5.902038	9.569230	0.289986	-2.910785	-0.789644	-0.670410	0.197266	-0.485596	0.198448	-0.043015	0.115462	-0.047045	-0.257321	-0.007594	-0.965150	2.565703	-29.735240	173.737559
47376		14.913925	-6.289073	9.491213	-7.419708	7.618518	5.645424	0.502588	-2.297620	-0.338066	-0.684082	0.201416	-0.474609	0.147930	-0.063383	0.096457	-0.048112	-0.268523	-0.009886	-0.962020	3.001320	-31.044081	173.440123
47377		11.325196	0.311519	9.287091	-4.730735	0.749081	4.031452	0.655248	-1.796385	0.134471	-0.700195	0.209961	-0.457031	0.112410	0.002884	0.093893	-0.046670	-0.277426	-0.012397	-0.959533	3.362019	-32.089403	173.463762
47378		10.050406	7.140572	8.853932	-4.229749	-6.139453	3.408628	0.435714	-1.373337	-0.074055	-0.713623	0.209717	-0.461182	0.099919	0.071175	0.089382	-0.046503	-0.284131	-0.014242	-0.957551	3.666006	-32.875556	173.357309
47379		9.003052	2.461355	8.551361	-2.981729	-1.551840	2.391355	0.092329	-1.040730	-0.355809	-0.724854	0.207275	-0.450195	0.089627	0.024414	0.085992	-0.048148	-0.289220	-0.014923	-0.955935	3.875593	-33.470898	173.067411
47380		9.852201	-2.354906	8.711306	-3.083741	3.352578	2.747098	0.136054	-0.732143	-0.189307	-0.731689	0.211670	-0.450195	0.098180	-0.023702	0.087457	-0.048910	-0.292762	-0.015643	-0.954805	4.041612	-33.885273	172.903487
47381		7.884964	0.980227	8.107570	-2.001187	-0.145101	1.360496	0.202389	-0.517538	-0.132857	-0.738525	0.215820	-0.441406	0.078646	0.009668	0.081289	-0.049287	-0.295386	-0.016652	-0.953961	4.221302	-34.189463	172.786064
