// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B40ACF
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	TrigIn1_Polarity	TrigIn1_Timestamp	TrigIn1_FrameNumber	TrigIn2_Polarity	TrigIn2_Timestamp	TrigIn2_FrameNumber
43925		9.993836	1.303397	-1.678034	-0.344141	-0.078625	0.398403	0.240097	-0.193376	0.640514	-0.796387	0.493408	-0.369873	0.099912	0.013374	-0.016668	0.507269	0.523948	-0.560913	0.391834	152.706668	-78.426523	-71.491929						
43926		9.896734	1.719619	-2.185500	-0.752228	0.481364	0.428449	0.263856	-0.183013	0.608158	-0.791748	0.493408	-0.372070	0.098934	0.017526	-0.021741	0.504835	0.523184	-0.562546	0.393652	154.675955	-78.490286	-73.353537						
43927		10.520949	0.281738	-1.945325	0.588902	-0.086074	0.873723	0.278709	-0.169588	0.634842	-0.785400	0.500244	-0.376465	0.105216	0.003178	-0.019360	0.502306	0.522328	-0.564210	0.395639	156.760622	-78.555583	-75.322415						
43928		10.222724	0.556593	-2.139170	0.253795	0.191667	0.641416	0.306939	-0.140819	0.688766	-0.787842	0.511230	-0.383057	0.102222	0.005951	-0.021311	0.499705	0.521348	-0.565847	0.397881	158.961837	-78.631897	-77.394546						
43929		9.970649	1.163382	-2.845411	-0.332904	1.005238	0.567187	0.315145	-0.148630	0.696857	-0.788086	0.515625	-0.383057	0.099686	0.012026	-0.028361	0.497001	0.520351	-0.567530	0.400168	161.256987	-78.690406	-79.555845						
43930		9.998997	0.946207	-2.641846	-0.231899	0.768378	0.541530	0.409395	-0.095494	0.725461	-0.786133	0.522461	-0.383057	0.099967	0.009879	-0.026351	0.494173	0.519414	-0.568926	0.402897	163.626967	-78.764852	-81.739230						
43931		9.962681	0.706267	-3.183116	-0.009863	1.271106	0.592577	0.571586	-0.036114	0.748317	-0.781738	0.526855	-0.389648	0.099605	0.007526	-0.031792	0.491000	0.518660	-0.569927	0.406317	166.173984	-78.857497	-84.006388						
43932		10.119095	0.364294	-2.912926	0.195267	0.944009	0.679394	0.790437	0.049336	0.786685	-0.780029	0.535889	-0.387451	0.101168	0.004156	-0.029138	0.487448	0.518168	-0.570327	0.410638	168.909087	-78.982322	-86.337913						
43933		10.090649	0.395315	-2.665601	0.022772	0.729482	0.606007	0.998921	0.078169	0.840052	-0.780273	0.544678	-0.392090	0.100878	0.004510	-0.026674	0.483273	0.517932	-0.570376	0.415770	171.996520	-79.105196	-88.904349						
43934		10.448847	1.131254	-2.144819	-0.885248	0.255987	0.874129	1.087071	0.086784	0.904826	-0.782715	0.549316	-0.405273	0.104426	0.011902	-0.021430	0.478774	0.517704	-0.570331	0.421285	175.348272	-79.210247	-91.688801						
43935		10.944880	2.327140	-1.021990	-2.322145	-0.792692	1.152187	0.865804	0.098409	1.011929	-0.783203	0.564697	-0.411865	0.109324	0.023869	-0.010171	0.474596	0.516569	-0.571004	0.426461	178.981964	-79.291772	-94.887150						
43936		10.654168	1.053296	-1.317143	-1.146241	-0.570161	0.897834	0.794179	0.066097	1.099337	-0.776611	0.567139	-0.414063	0.106477	0.011171	-0.013163	0.470339	0.515081	-0.572076	0.431512	-177.158585	-79.316346	-98.357690						
43937		11.304582	1.971809	-0.905912	-2.254681	-0.992230	1.431530	0.746557	0.038355	1.204323	-0.772461	0.578369	-0.414063	0.112922	0.020432	-0.009005	0.465841	0.513194	-0.573586	0.436605	-172.986594	-79.272990	-102.173023						
43938		11.666500	1.000142	-1.138771	-1.437924	-0.907925	1.828190	0.702800	0.043436	1.358424	-0.763916	0.587402	-0.414063	0.116591	0.010833	-0.011376	0.461142	0.510744	-0.575515	0.441895	-168.465062	-79.166819	-106.371769						
43939		11.860214	0.575587	-0.826476	-1.230228	-1.268157	1.958225	0.672324	0.058710	1.541531	-0.762207	0.603027	-0.414307	0.118551	0.006698	-0.008278	0.456097	0.507609	-0.577931	0.447554	-163.510489	-78.976811	-111.030335						
43940		11.740046	1.013953	-0.565118	-1.873793	-1.445833	1.744611	0.672962	0.061220	1.700461	-0.753906	0.620850	-0.423096	0.117307	0.011156	-0.005651	0.450698	0.503991	-0.580672	0.453524	-158.347349	-78.683993	-115.905980						
43941		11.985936	0.799998	-0.175037	-1.923225	-1.867333	1.898134	0.690951	0.076988	1.865202	-0.747803	0.634277	-0.425293	0.119777	0.009123	-0.001766	0.444855	0.499831	-0.583721	0.459937	-153.010366	-78.272313	-120.953528						
43942		12.077991	1.013885	0.020133	-2.392892	-2.032057	1.893970	0.690300	0.115394	2.068103	-0.745850	0.645508	-0.427734	0.120667	0.011386	0.000170	0.438639	0.494955	-0.587105	0.466822	-147.572988	-77.732522	-126.113758						
43943		12.623275	1.404098	-0.461293	-3.087843	-1.590237	2.412728	0.655233	0.168740	2.244313	-0.728516	0.659180	-0.432129	0.126061	0.015471	-0.004670	0.432171	0.489274	-0.590833	0.474084	-142.188416	-77.057536	-131.251459						
43944		13.151608	1.628518	-1.477908	-3.641710	-0.619419	2.999259	0.717483	0.244715	2.440209	-0.720703	0.692627	-0.440918	0.131286	0.017941	-0.014877	0.425271	0.482915	-0.594618	0.482044	-136.879794	-76.244842	-136.290692						
43945		13.841528	1.670711	-2.056243	-4.128330	-0.102367	3.661018	0.943361	0.349676	2.677194	-0.710205	0.710449	-0.438965	0.138138	0.018655	-0.020719	0.417464	0.475968	-0.598114	0.491363	-131.522689	-75.268595	-141.264898						
43946		15.421109	2.588314	-1.561330	-5.765811	-0.700124	4.788463	1.317781	0.597048	2.922641	-0.690674	0.728760	-0.454346	0.153763	0.028236	-0.015892	0.408827	0.468368	-0.600598	0.502766	-125.938745	-74.162699	-146.276438						
43947		16.801835	3.791081	-1.383259	-7.725286	-0.901624	5.616761	1.758163	0.929143	3.078190	-0.680176	0.751221	-0.480713	0.167342	0.040614	-0.014262	0.399621	0.460206	-0.601492	0.516450	-120.139853	-72.956983	-151.277079						
43948		19.852611	1.780717	-0.416182	-7.100994	-2.179832	8.687589	2.823462	1.411855	2.943001	-0.663086	0.773926	-0.507080	0.198200	0.020795	-0.005282	0.389624	0.453166	-0.598103	0.533953	-113.835811	-71.806913	-156.199499						
43949		22.395865	0.133060	0.722983	-6.812623	-3.332309	11.271764	4.529744	1.851867	2.873116	-0.641113	0.787842	-0.544434	0.223965	0.004415	0.005233	0.377004	0.448180	-0.588772	0.557092	-106.635400	-70.612063	-161.068708						
43950		18.168431	9.012483	-3.963705	-14.747060	1.673383	4.564277	4.507367	1.013065	2.954068	-0.627930	0.799316	-0.570801	0.180121	0.093669	-0.038468	0.361458	0.444915	-0.580798	0.577990	-101.404567	-69.096211	-163.895299						
43951		12.939895	17.065634	-6.174741	-21.119513	3.515216	-3.620544	3.068458	0.190220	2.983478	-0.613037	0.822021	-0.592773	0.126768	0.173482	-0.059222	0.346415	0.441065	-0.578183	0.592590	-98.636550	-67.416862	-164.988311						
43952		13.955405	16.856146	-6.492236	-21.645871	3.336799	-3.388266	2.252779	0.306069	3.711734	-0.580322	0.847168	-0.608154	0.136288	0.171830	-0.063209	0.331189	0.433154	-0.579118	0.606065	-96.324202	-65.317108	-166.109478						
43953		15.425244	5.576397	-5.431087	-12.352657	3.167938	1.842701	2.191149	0.639004	4.373567	-0.554199	0.872070	-0.628174	0.152802	0.059710	-0.054161	0.314885	0.421991	-0.580800	0.620839	-93.870545	-62.841675	-167.447891						
43954		15.667486	-0.959978	-3.866340	-7.089386	2.443022	4.507289	2.160756	1.275461	4.247066	-0.523193	0.886230	-0.649902	0.156574	-0.005848	-0.039739	0.300683	0.408904	-0.580959	0.636297	-91.094983	-60.428209	-169.201231						
43955		15.632549	0.516878	-2.982881	-8.816128	1.467917	3.363885	1.671252	1.301275	3.939658	-0.496826	0.904541	-0.671875	0.155982	0.008498	-0.030783	0.288383	0.395684	-0.581676	0.649555	-88.894967	-58.160441	-170.653199						
43956		14.490399	2.432849	-2.425720	-10.225672	0.759919	0.985596	1.204786	0.742610	3.814786	-0.470459	0.918457	-0.685059	0.144312	0.027233	-0.024636	0.275638	0.383766	-0.584206	0.659887	-87.660834	-55.949327	-171.308011						
43957		12.571887	-1.002356	-1.092098	-6.543840	0.145280	1.021917	0.995550	0.094792	3.610359	-0.446533	0.936768	-0.693848	0.125867	-0.007698	-0.011023	0.261993	0.374175	-0.587694	0.667809	-87.159514	-53.871652	-171.231549						
43958		11.062744	-7.226757	-3.564216	-1.659243	3.736571	3.247942	1.388765	-0.201626	3.206589	-0.421875	0.941650	-0.707031	0.111801	-0.070232	-0.036022	0.247979	0.367122	-0.589315	0.675600	-86.658694	-52.029823	-170.869381						
43959		10.694914	-7.820839	-8.310686	-2.447560	8.524990	3.068463	2.212942	-0.328334	2.632804	-0.401855	0.946533	-0.722412	0.108095	-0.075866	-0.083778	0.233967	0.363132	-0.587069	0.684649	-85.762728	-50.528927	-170.401430						
43960		9.378666	1.157243	-6.083183	-8.201592	4.648423	-3.695357	2.635089	-0.047563	1.574179	-0.392578	0.944824	-0.746582	0.093702	0.013110	-0.060644	0.223548	0.361650	-0.580978	0.694046	-84.388768	-49.619313	-170.231912						
43961		10.539632	11.271213	-4.206871	-15.985884	0.231413	-9.352081	2.038573	-0.455004	0.324443	-0.399414	0.944580	-0.757568	0.105306	0.113302	-0.040676	0.217347	0.364525	-0.575051	0.699427	-83.563134	-49.454381	-169.791980						
43962		5.528831	15.335695	0.767010	-14.412638	-5.213122	-15.419417	1.211167	-0.166697	-0.425779	-0.406006	0.942383	-0.772949	0.055608	0.153188	0.008644	0.216064	0.367580	-0.570294	0.702116	-82.958247	-49.694628	-169.682689						
43963		0.578929	11.540133	3.887059	-7.645558	-6.805668	-16.434314	0.979332	-0.233738	-0.498193	-0.416992	0.935547	-0.777344	0.006031	0.115194	0.039442	0.215301	0.370869	-0.566262	0.703882	-82.527935	-49.989671	-169.521632						
43964		2.011084	7.392806	3.513127	-5.631476	-5.582447	-12.669706	0.510071	-0.372510	-0.546801	-0.414795	0.935547	-0.781738	0.020247	0.073783	0.035357	0.215143	0.374214	-0.563935	0.704028	-82.451811	-50.315009	-169.247765						
43965		2.719333	5.279096	1.346710	-5.149836	-3.052114	-10.926626	0.137300	-0.534974	-0.784088	-0.421143	0.931152	-0.775146	0.027364	0.052675	0.013576	0.216100	0.378452	-0.562625	0.702516	-82.687252	-50.796211	-168.850446						
43966		3.395009	4.452296	0.640661	-5.166997	-2.248384	-9.890488	-0.216023	-0.701050	-1.175457	-0.438965	0.926270	-0.772949	0.034188	0.044329	0.006478	0.218581	0.383919	-0.561991	0.699282	-83.215045	-51.500703	-168.339198						
43967		3.951589	4.484518	0.544368	-5.554111	-2.237076	-9.401821	-0.613709	-0.781786	-1.744962	-0.454346	0.914795	-0.759766	0.039884	0.044515	0.005462	0.223623	0.390869	-0.561681	0.694067	-84.009666	-52.540889	-167.786349						
43968		3.372667	4.722881	1.062155	-5.241207	-2.708242	-9.862638	-0.870058	-0.764543	-2.371283	-0.465088	0.903320	-0.750977	0.034243	0.046871	0.010547	0.231308	0.399115	-0.560961	0.687406	-84.928176	-53.922115	-167.269430						
43969		2.991069	4.782271	1.263427	-5.026663	-2.843194	-10.057000	-0.996729	-0.757216	-3.016080	-0.498535	0.893799	-0.739990	0.030580	0.047427	0.012512	0.241487	0.408975	-0.559234	0.679471	-85.932718	-55.676698	-166.747783						
43970		3.333971	4.456597	0.988918	-5.049100	-2.512926	-9.433928	-1.026504	-0.744828	-3.551585	-0.522705	0.877930	-0.735596	0.034088	0.044015	0.009788	0.253451	0.420063	-0.556350	0.670659	-86.989985	-57.720612	-166.193674						
43971		4.498165	3.774021	0.489958	-5.208021	-1.983343	-7.900772	-0.908484	-0.753654	-3.936751	-0.544434	0.857422	-0.722412	0.045695	0.036868	0.004902	0.266396	0.432306	-0.552027	0.661371	-88.080082	-59.990735	-165.536549						
