// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B40A23
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	TrigIn1_Polarity	TrigIn1_Timestamp	TrigIn1_FrameNumber	TrigIn2_Polarity	TrigIn2_Timestamp	TrigIn2_FrameNumber
43925		8.855189	-1.398958	8.341877	6.321116	-0.972557	0.628148	-0.638799	5.828045	1.286026	-0.894775	0.157959	0.148926	0.091019	-0.013149	0.080833	-0.108197	-0.607553	0.113403	-0.778661	-10.825281	-76.094917	172.660362						
43926		11.082539	-2.840950	8.964527	6.080033	0.293877	3.383313	-0.509788	6.100695	1.443143	-0.888428	0.166992	0.077637	0.113692	-0.027373	0.086277	-0.107537	-0.582432	0.116445	-0.797277	-11.595239	-72.508646	173.153327						
43927		12.545151	-3.995858	9.165209	5.264017	1.417167	5.271688	-0.301545	6.389760	1.673294	-0.869141	0.185303	0.021729	0.128622	-0.038757	0.087635	-0.105387	-0.555332	0.119068	-0.816286	-12.294716	-68.703922	173.707443						
43928		12.937379	-5.042646	9.204288	4.432402	2.453474	6.053938	-0.054385	6.562460	2.049943	-0.858643	0.201416	-0.043213	0.132808	-0.049053	0.087736	-0.101019	-0.526998	0.121483	-0.835051	-13.078453	-64.780871	174.522862						
43929		15.360421	-5.512506	8.801692	1.992858	3.132217	8.349770	0.222544	6.594914	2.579793	-0.827881	0.217773	-0.103516	0.157087	-0.053208	0.082815	-0.093579	-0.497493	0.123993	-0.853446	-14.032692	-60.735487	175.734600						
43930		17.507190	-5.578684	7.491417	-1.494455	3.605196	9.638180	0.521938	6.609380	3.199304	-0.788330	0.238525	-0.155273	0.178280	-0.053137	0.068916	-0.082665	-0.467243	0.126577	-0.871108	-15.091145	-56.612145	177.319400						
43931		19.727303	-5.017125	6.325416	-5.295414	3.277907	10.567393	0.798209	6.470534	3.801285	-0.750977	0.261719	-0.202637	0.200085	-0.046620	0.056619	-0.068251	-0.436462	0.129263	-0.887769	-16.182485	-52.429166	179.215817						
43932		22.481552	-3.948324	5.269236	-9.593138	2.213942	11.437671	1.008621	6.290728	4.302027	-0.711182	0.273682	-0.229736	0.227103	-0.034855	0.045388	-0.050971	-0.405813	0.131961	-0.902942	-17.210070	-48.271131	-178.703981						
43933		24.131598	-2.427507	3.889213	-13.531646	0.567984	10.672279	1.113023	6.073714	4.607991	-0.680176	0.289795	-0.261230	0.242822	-0.018880	0.031417	-0.031848	-0.375155	0.134682	-0.916573	-18.100387	-44.130249	-176.591705						
43934		26.235761	-1.847458	2.374251	-17.571257	-0.352314	9.889442	1.100092	5.799234	4.597225	-0.651611	0.303955	-0.288330	0.263231	-0.012532	0.016037	-0.012599	-0.345428	0.137274	-0.928265	-18.785187	-40.147438	-174.636855						
43935		27.513867	-2.197690	0.035218	-21.241925	-0.234025	7.801405	1.161282	5.481331	4.304727	-0.629639	0.313232	-0.312988	0.275396	-0.016023	-0.007299	0.005662	-0.316736	0.138920	-0.938268	-19.156418	-36.355544	-172.965628						
43936		26.433776	-2.822873	-3.504022	-23.396799	0.679661	3.259306	1.374053	4.940397	3.773142	-0.616455	0.320313	-0.344238	0.263828	-0.022976	-0.041732	0.022108	-0.290772	0.138546	-0.946450	-19.143823	-32.975173	-171.609034						
43937		23.679476	-2.944763	-7.219951	-23.760533	1.467060	-2.419835	1.696544	4.073064	3.011110	-0.598633	0.327393	-0.362305	0.235657	-0.025253	-0.077233	0.036022	-0.269004	0.135324	-0.952904	-18.711614	-30.193396	-170.580638						
43938		22.484247	-0.921059	-14.524509	-26.756792	0.920709	-10.525048	1.853135	2.235264	1.867635	-0.595947	0.313965	-0.375244	0.223265	-0.005759	-0.147810	0.045902	-0.256746	0.129416	-0.956674	-17.999316	-28.643864	-169.875110						
43939		24.736820	-0.218131	-16.407985	-29.614429	-0.142593	-11.840064	1.570880	1.190012	1.142688	-0.589355	0.316406	-0.384277	0.246388	0.000525	-0.165551	0.052633	-0.249867	0.123663	-0.958908	-17.325793	-27.786694	-169.400054						
43940		29.706153	-0.652119	-14.501916	-32.997588	-1.287238	-8.176884	0.888944	0.570732	0.711373	-0.589600	0.320801	-0.388916	0.296665	-0.004818	-0.145890	0.056808	-0.246482	0.120463	-0.959952	-16.973588	-27.357088	-169.066995						
43941		28.422543	-1.688248	-18.421745	-33.836923	0.466783	-12.024197	0.373761	0.154147	0.669922	-0.593994	0.318604	-0.379883	0.284137	-0.015586	-0.184466	0.060405	-0.245220	0.119567	-0.960168	-16.939269	-27.158862	-168.680579						
