// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B40A40
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	TrigIn1_Polarity	TrigIn1_Timestamp	TrigIn1_FrameNumber	TrigIn2_Polarity	TrigIn2_Timestamp	TrigIn2_FrameNumber
43925		9.080624	0.825180	2.766189	-0.385678	0.143405	-0.293177	-0.909746	-0.347783	-0.213054	-1.093262	0.031738	0.073975	0.090767	0.008281	0.027782	0.074495	-0.569681	-0.121140	-0.809468	19.081668	-70.106422	177.065652						
43926		8.661408	0.852337	2.682721	-0.305248	0.084546	-0.710868	-0.727924	0.115920	-0.220852	-1.097656	0.029541	0.073975	0.086639	0.008525	0.026746	0.071607	-0.569413	-0.118759	-0.810270	18.932561	-70.012068	176.779367						
43927		8.380896	0.976697	2.722866	-0.169857	-0.036046	-0.948318	-0.514940	0.428422	-0.204751	-1.095459	0.031738	0.067139	0.083877	0.009751	0.027024	0.069590	-0.567800	-0.117086	-0.811820	18.720226	-69.751210	176.691469						
43928		8.126252	1.201352	2.987713	0.166977	-0.194896	-1.075437	-0.334270	0.566839	-0.172517	-1.093018	0.027344	0.056152	0.081357	0.011993	0.029627	0.068284	-0.565580	-0.116000	-0.813634	18.499015	-69.421578	176.722011						
43929		7.772499	1.339781	3.164497	0.433603	-0.297870	-1.330717	-0.231917	0.583831	-0.137348	-1.097168	0.018311	0.056885	0.077826	0.013381	0.031402	0.067432	-0.563265	-0.115229	-0.815419	18.280453	-69.088645	176.813814						
43930		7.399324	1.475840	3.282466	0.660797	-0.414035	-1.621567	-0.146532	0.481549	-0.091829	-1.097412	0.022705	0.058838	0.074079	0.014748	0.032636	0.066932	-0.561360	-0.114708	-0.816846	18.099919	-68.819124	176.916048						
43931		7.099940	1.547994	3.301524	0.773180	-0.491442	-1.883871	-0.101626	0.268406	-0.040152	-1.097412	0.022705	0.056396	0.071047	0.015482	0.032912	0.066661	-0.560338	-0.114299	-0.817627	17.971263	-68.675083	176.991798						
43932		7.098512	1.423672	3.381328	0.807997	-0.356111	-1.871062	-0.157856	-0.049595	-0.000943	-1.095459	0.029541	0.051514	0.070977	0.014263	0.033820	0.066199	-0.560661	-0.113652	-0.817533	17.901351	-68.711606	176.968541						
43933		7.299338	1.299546	3.378345	0.721027	-0.236570	-1.700570	-0.258782	-0.399339	-0.008692	-1.094971	0.020508	0.063477	0.072926	0.013036	0.033912	0.065236	-0.562436	-0.112734	-0.816518	17.942746	-68.937083	176.765322						
43934		7.799002	1.408036	3.310672	0.548735	-0.347124	-1.248477	-0.276144	-0.670418	-0.026978	-1.095215	0.025146	0.065430	0.077880	0.014116	0.033348	0.063988	-0.565306	-0.111878	-0.814750	18.130048	-69.306444	176.394572						
43935		8.428239	1.620317	3.336757	0.462626	-0.525507	-0.630967	-0.250332	-0.818201	-0.002295	-1.093018	0.027344	0.076416	0.084145	0.016244	0.033692	0.062838	-0.568776	-0.111109	-0.812527	18.379078	-69.760554	175.975853						
