// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B40AC5
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	TrigIn1_Polarity	TrigIn1_Timestamp	TrigIn1_FrameNumber	TrigIn2_Polarity	TrigIn2_Timestamp	TrigIn2_FrameNumber
43925		5.528580	-0.045936	8.859672	-0.579370	0.503480	0.602294	-0.138820	-0.188406	0.306282	-0.656006	0.091309	-0.239258	0.055203	-0.000313	0.088649	0.870124	-0.123948	-0.285025	-0.382468	0.165181	-36.215684	-47.510300						
43926		5.904216	0.349224	8.620401	0.014649	0.487120	0.630270	-0.135224	-0.318888	0.318695	-0.647217	0.097900	-0.232910	0.058899	0.003644	0.086296	0.870154	-0.125721	-0.286085	-0.381027	-0.055554	-36.418747	-47.277441						
43927		6.616258	-0.567447	8.037201	-0.038345	-0.760142	0.585099	-0.114342	-0.392195	0.337661	-0.647217	0.095703	-0.228271	0.066014	-0.005517	0.080505	0.870149	-0.127519	-0.287408	-0.379441	-0.272286	-36.651601	-47.030433						
43928		6.122360	0.195025	8.379256	0.104147	0.254028	0.563132	-0.091992	-0.445755	0.337441	-0.643066	0.102539	-0.217529	0.061033	0.002092	0.083928	0.870047	-0.129370	-0.289085	-0.377771	-0.480240	-36.925786	-46.780257						
43929		6.142595	0.317719	8.295725	0.227709	0.346718	0.506185	-0.099841	-0.479555	0.387149	-0.640869	0.109131	-0.213135	0.061220	0.003337	0.083103	0.870004	-0.131341	-0.290778	-0.375887	-0.714672	-37.206887	-46.493143						
43930		5.758226	0.172732	8.435825	-0.158137	0.594538	0.383948	-0.089939	-0.484625	0.432477	-0.629883	0.111572	-0.213379	0.057374	0.001890	0.084497	0.870008	-0.133391	-0.292560	-0.373768	-0.968023	-37.500785	-46.169476						
43931		6.029737	-0.182944	8.190445	-0.178154	0.146790	0.356923	-0.083164	-0.513344	0.465844	-0.629883	0.115967	-0.208984	0.060091	-0.001655	0.082060	0.870054	-0.135463	-0.294372	-0.371486	-1.233556	-37.798354	-45.819607						
43932		6.280363	-0.116776	8.142902	0.014265	0.095184	0.470980	-0.040257	-0.550198	0.501421	-0.623535	0.127197	-0.209473	0.062582	-0.000994	0.081602	0.870100	-0.137517	-0.296475	-0.368940	-1.496438	-38.126325	-45.438699						
43933		6.313449	-0.663792	7.762786	-0.222371	-0.411028	0.204418	0.083468	-0.592249	0.532275	-0.632568	0.129150	-0.209473	0.062922	-0.006503	0.077812	0.870241	-0.139105	-0.298885	-0.366058	-1.704608	-38.465595	-45.032354						
43934		6.172158	0.906730	8.497456	0.492477	1.162453	0.652975	0.182051	-0.686976	0.572595	-0.628418	0.133789	-0.205322	0.061403	0.009166	0.085194	0.870338	-0.140543	-0.301931	-0.362764	-1.882819	-38.868266	-44.589190						
43935		6.144557	-0.846339	8.118727	-0.651358	-0.144379	0.382405	-0.001227	-0.775539	0.595242	-0.626221	0.138184	-0.203125	0.061155	-0.008281	0.081425	0.870221	-0.142923	-0.304929	-0.359593	-2.181141	-39.308798	-44.123789						
43936		5.865321	0.047203	8.789627	-0.493698	1.032313	0.692147	0.048426	-0.885570	0.562653	-0.624268	0.144775	-0.205566	0.058262	0.000615	0.088155	0.869861	-0.145278	-0.308587	-0.356385	-2.447069	-39.822038	-43.671659						
43937		5.738735	-0.577608	8.803542	-1.061739	0.759036	0.630715	-0.015275	-1.011292	0.531281	-0.631104	0.149170	-0.192383	0.056956	-0.005618	0.088325	0.869206	-0.148034	-0.312614	-0.353324	-2.742219	-40.395599	-43.233590						
43938		6.464069	-0.765646	8.190997	-0.581194	0.059891	0.633373	-0.034683	-1.177205	0.460917	-0.629395	0.160400	-0.192871	0.064174	-0.007494	0.082290	0.868093	-0.151099	-0.317442	-0.350448	-3.029516	-41.074796	-42.832597						
43939		6.430628	-1.185032	8.189706	-0.963926	-0.106458	0.622179	-0.058172	-1.340578	0.390585	-0.638428	0.166748	-0.182129	0.063778	-0.011702	0.082329	0.866568	-0.154387	-0.322904	-0.347791	-3.306152	-41.837809	-42.471402						
43940		6.154782	-1.181753	8.317857	-1.258083	0.221634	0.523205	-0.049724	-1.523580	0.291390	-0.640625	0.162354	-0.175293	0.060929	-0.011708	0.083647	0.864504	-0.157834	-0.329302	-0.345373	-3.545307	-42.717804	-42.166996						
43941		5.805966	-1.614066	8.081773	-1.746295	0.094494	0.115486	-0.029404	-1.717617	0.163990	-0.649658	0.166504	-0.164307	0.057376	-0.016081	0.081315	0.861885	-0.161261	-0.336580	-0.343311	-3.717555	-43.702418	-41.946127						
43942		6.176688	-1.617745	8.283431	-1.771347	0.151434	0.493616	-0.021139	-1.930554	0.022555	-0.654297	0.168701	-0.155518	0.060965	-0.016162	0.083427	0.858570	-0.164813	-0.344943	-0.341627	-3.825669	-44.823488	-41.817179						
43943		6.013941	-1.542538	8.610471	-2.116087	0.601248	0.572073	-0.020540	-2.206532	-0.117665	-0.660889	0.168701	-0.142334	0.059176	-0.015452	0.086763	0.854474	-0.168528	-0.354503	-0.340295	-3.864397	-46.097813	-41.785210						
