// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B40AC5
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	TrigIn1_Polarity	TrigIn1_Timestamp	TrigIn1_FrameNumber	TrigIn2_Polarity	TrigIn2_Timestamp	TrigIn2_FrameNumber
60744		11.125743	-3.780809	7.144351	-4.055924	-5.971183	1.892408	-0.845224	-1.090947	0.619768	-0.597168	0.078613	-0.240967	0.110981	-0.037160	0.072207	0.726326	-0.150482	-0.266644	-0.615392	7.681116	-34.928361	-82.966807						
60745		11.580239	-0.242086	7.694233	-0.591811	-5.212666	3.065135	-0.598211	-0.594256	0.419874	-0.590576	0.078857	-0.249756	0.115578	-0.001947	0.077292	0.726339	-0.155240	-0.266768	-0.614139	7.192513	-35.324454	-82.723791						
60746		7.432744	1.038328	8.171067	0.202248	-1.261424	1.208087	-0.577299	-0.414710	0.322349	-0.590576	0.083252	-0.256592	0.074141	0.010739	0.081834	0.726320	-0.159121	-0.266277	-0.613381	6.745233	-35.591899	-82.529886						
60747		7.058073	-0.336256	8.618779	-1.208399	-0.929071	1.227652	-0.442728	-0.204011	0.252066	-0.584229	0.090088	-0.267822	0.070497	-0.003083	0.086267	0.726436	-0.161893	-0.265586	-0.612818	6.388643	-35.752462	-82.364084						
60748		4.731975	0.193557	9.155126	-1.002778	1.376037	0.353248	-0.267018	-0.152402	0.150399	-0.586426	0.089844	-0.270264	0.047248	0.002093	0.091585	0.726475	-0.163612	-0.265227	-0.612470	6.174167	-35.857824	-82.265866						
60749		6.517437	0.161923	8.519792	-0.700379	-0.396407	0.885085	-0.139284	-0.145466	0.063637	-0.593262	0.096680	-0.281494	0.065112	0.001699	0.085244	0.726333	-0.164850	-0.265401	-0.612231	6.064533	-35.972191	-82.226083						
60750		6.919492	0.287461	8.410854	-0.502884	-0.737945	1.045811	-0.093045	-0.108435	0.033480	-0.591309	0.103271	-0.279541	0.069149	0.002925	0.084145	0.726213	-0.165647	-0.265510	-0.612112	5.995465	-36.045114	-82.206125						
60751		6.894226	0.081517	7.907713	-0.607634	-1.024767	0.610822	-0.067282	-0.100482	0.031766	-0.598389	0.109863	-0.286377	0.068902	0.000853	0.079111	0.726090	-0.166445	-0.265766	-0.611929	5.937830	-36.131810	-82.184969						
60752		6.754609	-0.237998	7.887079	-0.927232	-0.974891	0.486692	-0.029847	-0.086564	0.017501	-0.609863	0.116455	-0.293213	0.067512	-0.002362	0.078900	0.726002	-0.166924	-0.266001	-0.611801	5.910516	-36.191293	-82.174483						
60753		6.715109	-0.083015	8.337661	-0.864981	-0.642859	0.838824	0.043589	-0.095041	-0.052489	-0.609863	0.120850	-0.286865	0.067111	-0.000866	0.083408	0.725721	-0.167191	-0.266646	-0.611781	5.950998	-36.269942	-82.212209						
60754		6.801949	-0.126299	7.898128	-0.830549	-0.957621	0.534099	0.088344	-0.166970	-0.121796	-0.616943	0.125244	-0.287109	0.067953	-0.001339	0.079037	0.725198	-0.167301	-0.267651	-0.611933	6.053313	-36.366908	-82.306291						
60755		6.858111	-0.601273	8.093443	-1.346349	-0.961969	0.683069	0.130565	-0.222836	-0.181605	-0.621582	0.131836	-0.287354	0.068485	-0.006128	0.081007	0.724422	-0.167473	-0.269131	-0.612155	6.203832	-36.510357	-82.445400						
60756		6.364340	0.350039	8.250429	-0.526088	-0.272013	0.596254	0.146592	-0.256191	-0.213927	-0.628418	0.135986	-0.278564	0.063541	0.003372	0.082588	0.723542	-0.167520	-0.270713	-0.612485	6.383522	-36.651962	-82.612733						
60757		5.952130	1.468329	8.388847	0.474703	0.378407	0.559776	0.068206	-0.252463	-0.135334	-0.633301	0.142578	-0.272217	0.059425	0.014614	0.083969	0.722813	-0.168071	-0.272068	-0.612595	6.481283	-36.814609	-82.722584						
60758		5.988556	1.072058	8.324231	0.088457	0.259268	0.494099	0.044572	-0.234929	-0.078306	-0.626465	0.145020	-0.267822	0.059792	0.010679	0.083315	0.722288	-0.168605	-0.273146	-0.612588	6.545063	-36.952408	-82.793005						
60759		5.889433	1.252509	8.003704	0.303412	0.213849	0.196091	0.055470	-0.238584	-0.059094	-0.628906	0.147217	-0.265625	0.058802	0.012485	0.080111	0.721797	-0.169260	-0.274346	-0.612449	6.603292	-37.111688	-82.848328						
60760		5.797463	1.386967	8.109972	0.395618	0.398548	0.236715	0.048734	-0.248119	-0.006228	-0.626709	0.151611	-0.256836	0.057874	0.013848	0.081175	0.721476	-0.169918	-0.275422	-0.612162	6.639659	-37.261650	-82.868960						
60761		5.575353	1.782283	8.225675	0.731868	0.748881	0.228542	0.036131	-0.284206	0.065679	-0.622559	0.160645	-0.254883	0.055631	0.017826	0.082339	0.721286	-0.170950	-0.276620	-0.611559	6.635597	-37.454861	-82.839262						
60762		5.351830	2.666680	8.235368	1.572866	1.139737	0.177382	0.001133	-0.369048	0.251629	-0.622803	0.167236	-0.246338	0.053333	0.026734	0.082452	0.721541	-0.172505	-0.277765	-0.610301	6.537998	-37.690609	-82.684739						
60763		5.854270	2.926568	7.730461	1.987555	0.559789	0.103619	-0.043833	-0.530706	0.512109	-0.620850	0.176025	-0.242188	0.058262	0.029432	0.077453	0.722293	-0.175191	-0.279219	-0.607979	6.302193	-38.052285	-82.352151						
60764		6.887224	1.403210	7.626837	0.657676	-0.536768	0.524151	-0.031544	-0.601664	0.700777	-0.616699	0.185059	-0.240234	0.068593	0.014285	0.076473	0.723544	-0.178193	-0.280705	-0.604926	5.991666	-38.447158	-81.886264						
60765		6.762169	0.678497	8.019433	-0.098779	-0.275608	0.695041	-0.050989	-0.516509	0.742083	-0.614746	0.191650	-0.238281	0.067388	0.007056	0.080367	0.724977	-0.181175	-0.281873	-0.601773	5.637945	-38.811141	-81.376723						
60766		6.352678	0.554494	7.968110	-0.216828	0.047927	0.390500	-0.060781	-0.450502	0.721954	-0.608398	0.202881	-0.236572	0.063326	0.005798	0.079822	0.726449	-0.183849	-0.282693	-0.598796	5.282960	-39.116540	-80.873992						
60767		6.232427	0.417095	8.019149	-0.335799	0.204089	0.344529	-0.077377	-0.448292	0.694320	-0.610596	0.205078	-0.236572	0.062129	0.004418	0.080329	0.727782	-0.186647	-0.283564	-0.595892	4.922229	-39.434000	-80.384681						
60768		6.114664	0.614941	8.151069	-0.146287	0.477329	0.383271	-0.085145	-0.455836	0.655555	-0.608643	0.209473	-0.239014	0.060940	0.006384	0.081647	0.728999	-0.189325	-0.284382	-0.593164	4.574665	-39.734414	-79.922116						
60769		6.358390	1.210696	8.114208	0.510256	0.470839	0.543603	-0.090046	-0.479072	0.697034	-0.604736	0.225098	-0.243896	0.063347	0.012365	0.081288	0.730258	-0.192257	-0.285312	-0.590218	4.196046	-40.064508	-79.422961						
60770		6.339895	0.943076	8.063771	0.296028	0.458574	0.473695	-0.067557	-0.470047	0.728899	-0.604736	0.227295	-0.239746	0.063174	0.009689	0.080783	0.731662	-0.195010	-0.286152	-0.587162	3.813620	-40.371328	-78.896877						
60771		6.694758	0.703901	7.618104	0.241402	-0.071185	0.350331	-0.053000	-0.474781	0.778247	-0.611572	0.229492	-0.244141	0.066738	0.007319	0.076338	0.733172	-0.197901	-0.287083	-0.583847	3.405314	-40.696378	-78.326008						
60772		6.762736	0.147828	7.273556	-0.179329	-0.405377	0.110220	-0.017660	-0.503754	0.807226	-0.611816	0.240723	-0.244629	0.067437	0.001757	0.072905	0.734774	-0.200674	-0.288104	-0.580374	3.002209	-41.019343	-77.731439						
60773		6.908786	0.067151	7.348978	-0.208110	-0.412785	0.263475	0.020638	-0.604629	0.812429	-0.614258	0.242676	-0.242432	0.068862	0.000944	0.073698	0.736234	-0.203711	-0.289676	-0.576671	2.608940	-41.413392	-77.127474						
60774		6.250076	0.839987	7.760941	0.385387	0.606721	0.161473	0.006891	-0.716628	0.845495	-0.621094	0.247070	-0.244873	0.062186	0.008661	0.077833	0.737623	-0.207055	-0.291496	-0.572775	2.190213	-41.852794	-76.497325						
60775		5.575961	0.675258	8.304221	0.034061	1.496640	0.100206	-0.035638	-0.831843	0.860430	-0.623779	0.256104	-0.240723	0.055384	0.007006	0.083272	0.738786	-0.211008	-0.293674	-0.568707	1.725748	-42.370892	-75.846052						
60776		5.842913	-0.165093	8.295801	-0.700467	1.184228	0.241817	-0.046077	-1.020097	0.832807	-0.630371	0.255859	-0.236328	0.058011	-0.001390	0.083255	0.739583	-0.215378	-0.296453	-0.564574	1.265653	-42.976439	-75.212167						
60777		6.420932	-0.811802	8.063005	-1.149887	0.575650	0.446179	-0.038577	-1.241256	0.731660	-0.635254	0.266846	-0.234375	0.063736	-0.007869	0.081028	0.739708	-0.220289	-0.300243	-0.560499	0.846071	-43.719471	-74.643997						
60778		5.001060	-1.223682	8.967252	-1.993320	2.194116	0.093379	-0.033013	-1.529122	0.561590	-0.639893	0.266846	-0.214600	0.049357	-0.012083	0.090054	0.738917	-0.225613	-0.305205	-0.556732	0.516451	-44.608111	-74.203830						
60779		5.022230	-0.231322	8.931265	-1.044667	2.603795	0.044776	-0.092071	-1.877460	0.436525	-0.653320	0.270996	-0.203613	0.049386	-0.002164	0.089780	0.737087	-0.232019	-0.311476	-0.553039	0.203532	-45.708865	-73.847813						
60780		5.568208	-0.869299	8.728465	-1.535966	2.126048	0.240320	-0.161997	-2.238201	0.346164	-0.657959	0.270996	-0.183594	0.054715	-0.008527	0.087908	0.734313	-0.239409	-0.318882	-0.549347	-0.104854	-47.000132	-73.555497						
60781		6.409928	-1.568862	8.096274	-1.952751	1.183692	0.379350	-0.187426	-2.628473	0.237993	-0.662354	0.273193	-0.163818	0.063046	-0.015537	0.081811	0.730445	-0.247854	-0.327795	-0.545499	-0.386254	-48.528102	-73.330924						
60782		6.314023	-2.213106	7.559025	-2.531580	0.957019	-0.087918	-0.193644	-3.061186	0.108270	-0.676025	0.275146	-0.139404	0.061985	-0.022023	0.076566	0.725384	-0.257139	-0.338300	-0.541526	-0.596577	-50.290092	-73.205390						
60783		5.784782	-2.497474	7.864955	-3.042245	1.740755	-0.364780	-0.145627	-3.541062	-0.064751	-0.687012	0.268066	-0.108154	0.056435	-0.024935	0.079675	0.718874	-0.267282	-0.350860	-0.537288	-0.680720	-52.341192	-73.214481						
60784		4.930365	-2.673000	8.095225	-3.514889	2.707442	-1.021334	0.016812	-4.176033	-0.295618	-0.695801	0.265869	-0.074707	0.047560	-0.026808	0.081955	0.710603	-0.277942	-0.366257	-0.532585	-0.485041	-54.744135	-73.450747						
60785		6.312680	-1.099449	7.736819	-1.844297	2.495126	-0.259161	0.257146	-4.870677	-0.501371	-0.715576	0.251953	-0.027832	0.061190	-0.011250	0.078860	0.700448	-0.289170	-0.384903	-0.526880	0.053256	-57.556997	-73.930592						
60786		5.430720	-0.052967	8.006532	-1.215227	3.904474	-1.046045	0.275703	-5.560208	-0.578017	-0.726563	0.247314	0.019043	0.052052	-0.000794	0.081532	0.688330	-0.301704	-0.405807	-0.520092	0.793852	-60.749005	-74.613595						
60787		5.714624	0.189919	8.962555	-1.383608	5.149773	-0.617826	0.310254	-6.527827	-0.644138	-0.726318	0.240479	0.079102	0.054187	0.001581	0.091429	0.673461	-0.316307	-0.429890	-0.511463	1.824352	-64.500209	-75.581187						
60788		6.294412	2.414892	9.321038	0.492631	6.445574	-0.300153	0.148618	-7.416489	-0.678138	-0.732666	0.233643	0.141357	0.059512	0.023873	0.095478	0.655532	-0.333170	-0.456031	-0.501309	3.227542	-68.737494	-77.020485						
60789		10.148709	2.989578	10.042399	0.887211	6.711430	3.104135	0.094984	-8.048591	-0.432888	-0.718994	0.229248	0.210449	0.097402	0.029633	0.104413	0.635675	-0.351923	-0.483041	-0.488609	4.926255	-73.339390	-78.763961						
60790		13.855840	6.066605	9.311309	3.919772	6.973771	6.040577	0.126258	-8.334624	0.205838	-0.709961	0.229004	0.281494	0.134456	0.060745	0.098813	0.615692	-0.372146	-0.509066	-0.472528	6.366535	-78.112667	-80.178357						
60791		16.463038	6.491715	8.707440	4.332801	7.409098	7.938246	-0.310489	-8.682632	1.349273	-0.683350	0.240234	0.354248	0.160206	0.066151	0.093993	0.595555	-0.396816	-0.532089	-0.452473	4.264142	-83.156042	-78.234807						
60792		20.680727	4.724428	9.230028	2.491977	8.652346	11.489488	-0.334938	-8.650580	2.238307	-0.645752	0.256104	0.429199	0.202015	0.049688	0.101027	0.576313	-0.423008	-0.552123	-0.429054	-23.022744	-87.979565	-51.088905						
60793		25.969094	0.620160	13.460946	-2.502211	13.567333	15.976309	0.149358	-8.603310	2.691324	-0.612549	0.267578	0.479736	0.253470	0.009535	0.145611	0.558009	-0.448138	-0.571002	-0.402187	-142.775001	-86.129965	68.803853						
60794		16.806495	-4.097417	8.834800	-6.076199	9.027009	6.271935	1.700766	-8.172666	1.971458	-0.572754	0.287842	0.539063	0.164677	-0.040127	0.094781	0.541898	-0.465110	-0.592284	-0.373121	-155.177944	-81.493542	82.244574						
60795		25.910692	-0.330702	14.582096	-4.443707	18.368626	13.132515	3.609583	-8.080418	1.893840	-0.526611	0.321533	0.568848	0.252972	-0.003647	0.156063	0.529293	-0.475629	-0.615901	-0.338071	-157.590154	-76.799451	86.799999						
60796		30.322849	7.120959	17.732486	0.795635	26.385760	14.418810	4.825245	-6.639665	2.567383	-0.482910	0.355469	0.589844	0.296174	0.070577	0.188946	0.524122	-0.481614	-0.634957	-0.300290	-155.438565	-72.714678	87.432067						
60797		30.081739	4.357876	19.261345	-3.162864	28.099308	12.436026	5.135589	-4.762190	3.152236	-0.453125	0.404785	0.579346	0.295418	0.043177	0.200804	0.525685	-0.485022	-0.647077	-0.264007	-151.343579	-69.458224	86.211865						
60798		14.247832	-1.837126	10.258435	-5.716529	13.087916	0.561892	5.453995	-2.361656	4.284166	-0.418701	0.447266	0.575684	0.141648	-0.018150	0.103763	0.536515	-0.487402	-0.649671	-0.229169	-144.798687	-67.000951	82.526589						
60799		40.799907	13.568988	29.047740	-0.231597	45.590712	14.962063	5.950369	-0.872853	3.278954	-0.411377	0.491943	0.540771	0.404513	0.133584	0.296244	0.551615	-0.482840	-0.650441	-0.198776	-138.737795	-65.442024	79.627658						
60800		11.810469	17.999830	16.779038	7.138431	26.341133	-9.380040	3.625211	2.533405	3.656714	-0.401123	0.518799	0.506592	0.116965	0.179081	0.169556	0.571953	-0.482078	-0.637979	-0.182902	-131.238491	-64.976481	73.651985						
60801		5.460548	18.343068	12.267216	8.873078	20.452339	-14.254543	1.878346	2.220026	2.947913	-0.402100	0.543213	0.485596	0.053275	0.183063	0.123796	0.586163	-0.483955	-0.626086	-0.173831	-125.820524	-64.452606	68.850540						
60802		0.837652	14.490436	9.138034	6.678432	14.314352	-16.496564	0.228581	2.213080	2.383661	-0.400146	0.550049	0.478760	0.007661	0.144894	0.091459	0.595580	-0.488818	-0.613967	-0.171423	-121.943925	-64.016806	64.687338						
60803		2.794621	12.993388	9.181793	5.879097	14.372027	-14.264862	-0.693897	1.835657	1.421540	-0.397705	0.550049	0.469971	0.027859	0.130449	0.091110	0.600731	-0.493588	-0.604372	-0.173858	-119.632344	-63.865045	61.672635						
60804		3.283708	11.761167	9.012663	5.301957	13.792414	-13.274825	-1.489567	1.976357	0.408031	-0.408691	0.543213	0.467773	0.033479	0.118345	0.088918	0.603279	-0.497597	-0.596107	-0.181957	-118.233692	-64.200163	59.163206						
60805		5.001612	9.615224	9.410679	4.040944	13.737150	-10.800007	-1.929447	2.375761	-0.592751	-0.424072	0.527588	0.464111	0.051408	0.096899	0.092569	0.604995	-0.499357	-0.588572	-0.195466	-117.112084	-65.145891	56.701268						
60806		5.337504	7.645420	9.548146	2.775138	13.048772	-9.474566	-2.101884	2.928497	-1.444040	-0.441406	0.514160	0.453369	0.055312	0.077052	0.093873	0.606786	-0.498569	-0.581174	-0.213253	-115.800492	-66.626595	53.940643						
60807		4.971903	5.083852	9.249579	1.020084	11.541340	-8.450858	-2.070421	3.482721	-2.096642	-0.469971	0.493652	0.442871	0.051849	0.051250	0.091076	0.609411	-0.494826	-0.573450	-0.234353	-113.791299	-68.569424	50.487482						
60808		5.025357	2.808805	8.743449	-0.398352	10.116172	-7.152686	-1.836712	4.006680	-2.571944	-0.493896	0.468994	0.426025	0.052350	0.028219	0.086141	0.613092	-0.488255	-0.565286	-0.257250	-110.627555	-70.795585	45.988287						
60809		5.573593	1.566475	8.114738	-0.861392	9.062252	-5.753028	-1.550576	4.517811	-2.841952	-0.522217	0.448730	0.404541	0.057769	0.015475	0.079737	0.618253	-0.478875	-0.556120	-0.281377	-105.453969	-73.163300	39.618509						
60810		6.217280	0.909349	7.172784	-0.742232	7.858225	-4.464193	-1.302059	4.953126	-2.909361	-0.548340	0.421875	0.378906	0.064050	0.008631	0.070100	0.624500	-0.467701	-0.545722	-0.305685	-97.529862	-75.362662	30.609360						
60811		7.346697	0.455649	6.445912	-0.494322	6.841322	-2.837119	-1.087342	5.268712	-2.846408	-0.576904	0.403809	0.353027	0.075188	0.003838	0.062471	0.631770	-0.454949	-0.533952	-0.329823	-85.931788	-77.103592	18.034335						
60812		9.374622	0.399412	6.381073	0.005809	6.440083	-0.471956	-0.904396	5.550426	-2.711516	-0.593994	0.376953	0.316162	0.095513	0.002988	0.061161	0.639709	-0.441263	-0.520857	-0.353225	-70.923405	-77.993356	2.134682						
60813		11.124741	0.078026	6.408273	0.154818	5.732421	1.671859	-0.750951	5.884513	-2.579561	-0.609131	0.361328	0.281250	0.113068	-0.000438	0.060774	0.648566	-0.426203	-0.506051	-0.376332	-54.088696	-77.742236	-15.515081						
60814		12.001467	-0.794214	6.182346	-0.315681	4.403550	2.967525	-0.529737	6.198054	-2.524683	-0.630859	0.336670	0.242188	0.121742	-0.009315	0.058091	0.657965	-0.409706	-0.490073	-0.398812	-38.867951	-76.335018	-31.443136						
60815		12.209895	-1.303315	5.844424	-0.589014	3.030368	3.428857	-0.194452	6.453544	-2.573245	-0.647949	0.316650	0.198486	0.123719	-0.014564	0.054483	0.667930	-0.390796	-0.473338	-0.420831	-26.644826	-73.993804	-44.193215						
60816		11.891749	-0.757351	5.396075	0.009603	1.973119	3.115663	0.106330	6.602126	-2.635278	-0.669678	0.292236	0.150635	0.120498	-0.009182	0.049995	0.677763	-0.370145	-0.456389	-0.441972	-17.628665	-71.055644	-53.580994						
60817		10.779013	0.588899	5.074768	1.146219	1.548895	1.956532	0.222353	6.609306	-2.656622	-0.682373	0.269775	0.100342	0.109453	0.004389	0.047154	0.687029	-0.348357	-0.439005	-0.462508	-11.044077	-67.736873	-60.471738						
