// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B40ACF
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	TrigIn1_Polarity	TrigIn1_Timestamp	TrigIn1_FrameNumber	TrigIn2_Polarity	TrigIn2_Timestamp	TrigIn2_FrameNumber
60744		6.079764	-5.344892	1.397252	-6.252758	-2.333482	-5.023565	-0.656346	-1.136505	3.058674	-0.769043	0.489502	-0.389404	0.061524	-0.052465	0.014494	-0.544131	0.265077	0.750346	0.265774	157.508514	-73.230836	157.895469						
60745		3.056197	-5.801604	-2.923909	-2.849009	-5.785642	-6.657723	-0.644290	-0.790545	2.951770	-0.758789	0.511963	-0.382813	0.031529	-0.057649	-0.028930	-0.544167	0.279139	0.747585	0.258999	163.037748	-73.378511	151.729475						
60746		5.904365	-3.194903	-4.720185	-0.539457	-4.664709	-3.082445	-0.401457	-0.331288	2.588828	-0.750488	0.531982	-0.383057	0.059529	-0.031275	-0.047040	-0.545667	0.290437	0.744255	0.252937	167.850280	-73.568080	146.463622						
60747		9.323492	-4.602791	-3.504120	-3.074725	-4.130298	-0.123777	0.098341	-0.164878	1.988248	-0.753418	0.545166	-0.387451	0.093715	-0.045081	-0.034986	-0.547678	0.297983	0.741851	0.246806	171.862576	-73.673983	142.332082						
60748		10.470755	-2.036460	-1.178033	-2.939463	-0.371805	0.501866	0.366704	-0.192953	1.716968	-0.742920	0.563232	-0.385498	0.104888	-0.019443	-0.011715	-0.549598	0.303698	0.740211	0.240412	175.494208	-73.670708	138.760572						
60749		9.698728	-0.334886	-2.528439	-0.559264	-0.114887	0.199433	0.157482	-0.329823	1.491069	-0.738770	0.574463	-0.387695	0.097050	-0.002606	-0.025127	-0.550387	0.309386	0.738965	0.235128	178.598641	-73.521098	135.611148						
60750		10.560466	-4.220481	-3.611412	-2.702665	-3.261140	1.342392	0.381622	-0.328225	1.500873	-0.737061	0.587646	-0.383301	0.105976	-0.041342	-0.036020	-0.551503	0.314381	0.737937	0.229036	-178.255252	-73.327115	132.550532						
60751		11.056861	-3.248787	-3.224213	-2.268623	-2.064440	1.754222	0.501420	-0.369841	1.294770	-0.735107	0.596680	-0.389893	0.110835	-0.031690	-0.032117	-0.552383	0.318419	0.737416	0.222933	-175.472618	-73.066820	129.935293						
60752		9.279147	-2.801661	-3.114783	-1.615477	-1.950627	0.048234	0.510164	-0.386069	1.061312	-0.733154	0.603271	-0.387695	0.092998	-0.027444	-0.031039	-0.552933	0.321471	0.737313	0.217465	-173.243657	-72.782296	127.903040						
60753		9.091367	-2.783026	-2.162586	-2.150314	-1.244614	-0.383941	0.706975	-0.245686	0.852018	-0.735596	0.612305	-0.401123	0.091057	-0.027366	-0.021611	-0.554068	0.323149	0.737317	0.212006	-171.271795	-72.566807	126.253221						
