// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B40A23
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	TrigIn1_Polarity	TrigIn1_Timestamp	TrigIn1_FrameNumber	TrigIn2_Polarity	TrigIn2_Timestamp	TrigIn2_FrameNumber
60744		26.831747	-8.619909	12.676690	13.517556	3.654533	17.720958	-1.016812	-9.518597	-2.221295	-0.741455	0.108398	0.639893	0.260896	-0.088436	0.139751	-0.071825	-0.708869	0.110036	-0.692992	-119.955867	-86.646680	-74.827387						
60745		20.943263	-14.351900	11.378994	15.939076	9.847368	10.743708	-0.573242	-8.624961	-2.979870	-0.688721	0.084717	0.702393	0.202093	-0.146223	0.123029	-0.079367	-0.739454	0.104474	-0.660298	-169.884207	-83.267372	-25.080343						
60746		22.779392	-9.857019	16.177583	21.387311	4.383409	10.201891	-0.788998	-7.948128	-3.595323	-0.626953	0.054688	0.747070	0.219307	-0.101902	0.171003	-0.089940	-0.766572	0.096862	-0.628408	175.240807	-78.772766	-10.495052						
60747		25.081244	-6.523779	20.155508	26.296899	0.319879	9.828236	-1.078150	-6.445497	-3.722214	-0.583008	0.024414	0.778564	0.242881	-0.068692	0.209833	-0.102590	-0.787610	0.088842	-0.601043	167.936597	-74.797222	-3.634659						
60748		16.330265	7.615003	22.978075	23.783521	-13.810489	-0.005289	-1.933931	-4.635100	-3.257698	-0.547852	-0.008301	0.801270	0.159167	0.075776	0.232768	-0.117900	-0.801635	0.084194	-0.579994	163.031052	-71.757313	0.325394						
60749		40.252799	-9.667236	25.552087	39.018315	1.383173	19.203345	-4.779077	-3.238674	-1.174698	-0.535156	-0.050293	0.804443	0.397743	-0.092773	0.264236	-0.139057	-0.808368	0.095243	-0.564032	160.145633	-69.781318	0.477776						
60750		21.815930	-16.682583	24.354762	34.298122	7.395085	0.971848	-3.443609	2.089624	-0.995760	-0.559082	-0.070801	0.776123	0.219888	-0.163718	0.244093	-0.156764	-0.800332	0.099492	-0.570084	155.440137	-70.683489	3.376875						
60751		4.497373	-21.947250	17.565400	24.530168	13.917966	-13.683061	-2.028777	3.219791	-0.576044	-0.590332	-0.080078	0.754150	0.047188	-0.217814	0.177121	-0.168108	-0.789715	0.100456	-0.581376	150.927728	-72.179071	6.907125						
60752		-1.760718	-18.700518	13.197603	17.831685	12.152124	-17.644296	0.046544	3.194310	-0.513952	-0.608398	-0.078125	0.732178	-0.015977	-0.186993	0.132196	-0.170992	-0.780536	0.095658	-0.593611	147.068227	-73.614206	10.968532						
60753		-1.121087	-13.929889	10.407411	13.883282	8.951104	-15.356606	1.476676	2.636033	-0.123221	-0.625000	-0.058594	0.716309	-0.009933	-0.140057	0.103178	-0.166847	-0.773958	0.088560	-0.604407	144.717989	-74.823419	14.286681						
60754		3.191163	-8.888416	10.214763	13.024909	4.877297	-10.086505	2.051532	2.686752	0.503238	-0.650146	-0.045654	0.693848	0.033497	-0.089840	0.100786	-0.158525	-0.767106	0.082138	-0.616175	143.286139	-76.260333	16.974844						
60755		6.741917	-6.558974	10.394707	13.096200	3.163174	-5.942270	2.075306	3.291202	1.302700	-0.678223	-0.017090	0.666748	0.069540	-0.066207	0.102129	-0.147882	-0.757930	0.078145	-0.630529	142.058306	-78.210769	19.449619						
60756		6.328096	-5.740389	9.491196	11.702665	2.889337	-5.599866	1.922559	3.993789	1.899215	-0.699463	0.004639	0.635254	0.065699	-0.057688	0.093062	-0.136092	-0.745668	0.076396	-0.647783	139.952246	-80.699724	22.707224						
