// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B40A8D
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	TrigIn1_Polarity	TrigIn1_Timestamp	TrigIn1_FrameNumber	TrigIn2_Polarity	TrigIn2_Timestamp	TrigIn2_FrameNumber
60744		5.537424	-3.784420	5.996007	-0.708449	-4.235463	-1.907277	0.561845	-0.482169	-0.426460	-0.703857	-0.156250	-0.760742	0.055149	-0.038130	0.059986	-0.821814	-0.110776	0.506520	-0.236197	-7.053112	-62.234231	36.331256						
60745		5.004830	-1.378157	6.262391	-2.319656	-2.482868	-2.422201	0.465700	-0.548222	-0.563063	-0.710205	-0.167480	-0.758545	0.049837	-0.014068	0.062728	-0.820789	-0.114726	0.507966	-0.234762	-6.256613	-62.589729	35.728871						
60746		5.993217	0.155348	7.144399	-3.409686	-1.345506	-1.236657	0.394109	-0.457798	-0.727635	-0.712402	-0.165527	-0.754150	0.059773	0.001195	0.071584	-0.820210	-0.118697	0.509022	-0.232514	-5.289507	-62.899322	34.890532						
60747		7.915629	0.716672	7.935153	-3.588438	-0.793558	0.800037	0.283019	-0.471599	-0.865024	-0.720703	-0.181396	-0.745361	0.078999	0.006712	0.079548	-0.819803	-0.122570	0.510168	-0.229409	-4.213370	-63.215946	33.860544						
60748		10.218646	1.033451	7.966893	-2.901939	-0.066692	2.857483	0.198585	-0.378921	-0.942798	-0.720215	-0.190186	-0.745361	0.102082	0.009774	0.079872	-0.819750	-0.126189	0.510973	-0.225818	-3.065911	-63.473869	32.699314						
60749		12.583211	1.850173	7.468695	-1.989405	1.314515	4.742538	0.162484	0.017546	-0.954905	-0.717529	-0.198975	-0.745361	0.125925	0.017840	0.074691	-0.820727	-0.129237	0.510170	-0.222332	-1.889822	-63.493949	31.484294						
60750		13.655074	1.436263	6.108042	-0.229247	1.708529	5.115777	0.121069	0.313351	-0.814534	-0.710693	-0.198730	-0.747559	0.136703	0.013769	0.060875	-0.822311	-0.131433	0.508281	-0.219501	-0.891035	-63.332847	30.440809						
60751		13.691423	1.388872	5.430302	0.435274	1.916464	4.850496	0.104539	0.459873	-0.556030	-0.708252	-0.203125	-0.756348	0.137076	0.013480	0.053995	-0.823983	-0.132733	0.505967	-0.217786	-0.208223	-63.079043	29.738236						
60752		11.569679	1.815081	5.582022	-0.637696	1.722102	3.030136	0.066102	0.506600	-0.374652	-0.701416	-0.209473	-0.756348	0.115871	0.017915	0.055533	-0.825592	-0.133365	0.503620	-0.216744	0.237874	-62.795655	29.274738						
60753		10.394485	1.971782	5.648496	-1.170500	1.564644	2.020332	-0.040963	0.364206	-0.237658	-0.696777	-0.211670	-0.756348	0.104071	0.019606	0.056291	-0.826760	-0.133363	0.502062	-0.215907	0.463162	-62.592839	28.990028						
60754		10.212515	0.902793	5.770351	-0.772812	0.547260	1.913805	-0.155490	0.279933	-0.143517	-0.692383	-0.209229	-0.762939	0.102212	0.008999	0.057553	-0.827688	-0.132745	0.501038	-0.215108	0.518633	-62.438672	28.822355						
60755		10.053927	-0.499486	5.476000	0.106983	-0.565883	1.632211	-0.203817	0.347714	-0.080437	-0.692139	-0.213623	-0.767578	0.100632	-0.004980	0.054590	-0.828747	-0.131692	0.499825	-0.214500	0.474134	-62.245754	28.735979						
60756		9.185007	-1.583448	4.795665	0.841651	-1.387180	0.542852	-0.171111	0.528528	-0.044587	-0.687988	-0.208984	-0.767578	0.091973	-0.015814	0.047727	-0.830195	-0.130493	0.497847	-0.214234	0.409249	-61.949385	28.693602						
60757		7.889365	-2.296860	4.217246	1.141328	-2.026410	-0.874364	-0.124934	0.603765	-0.035655	-0.678711	-0.213135	-0.780762	0.079016	-0.022956	0.041948	-0.831782	-0.129379	0.495510	-0.214173	0.359212	-61.610014	28.664353						
60758		6.851003	-2.714932	3.668377	1.372003	-2.369222	-2.049420	-0.085931	0.598427	-0.020178	-0.672119	-0.210693	-0.774170	0.068617	-0.027141	0.036490	-0.833308	-0.128397	0.493157	-0.214262	0.316988	-61.273605	28.651572						
60759		6.466591	-2.883378	3.233075	1.656786	-2.400168	-2.596206	-0.019091	0.453955	0.005019	-0.679199	-0.204102	-0.787354	0.064740	-0.028829	0.032187	-0.834400	-0.127782	0.491350	-0.214532	0.286336	-61.020211	28.669253						
60760		6.454876	-2.923862	2.903970	1.945245	-2.285040	-2.766979	0.090735	0.260641	0.047295	-0.672607	-0.203857	-0.787354	0.064593	-0.029236	0.028942	-0.834900	-0.127729	0.490255	-0.215120	0.277238	-60.877649	28.734119						
60761		6.521334	-3.233866	2.764164	2.245371	-2.470015	-2.778229	0.204481	0.132608	0.143382	-0.676514	-0.213135	-0.780762	0.065255	-0.032320	0.027565	-0.834908	-0.128052	0.489634	-0.216310	0.234616	-60.808719	28.912244						
60762		6.647616	-3.131323	2.881253	2.170882	-2.387302	-2.609519	0.339326	0.039431	0.261250	-0.676514	-0.210938	-0.776367	0.066523	-0.031275	0.028746	-0.834471	-0.128750	0.489330	-0.218258	0.149824	-60.793415	29.227172						
60763		6.882925	-2.640087	2.959116	1.977574	-1.920001	-2.362597	0.458515	-0.030999	0.389641	-0.674316	-0.210693	-0.774170	0.068876	-0.026334	0.029541	-0.833639	-0.129707	0.489269	-0.220991	0.001079	-60.818137	29.693657						
60764		6.856243	-2.026558	2.979549	1.649967	-1.381605	-2.372160	0.584037	-0.010645	0.519702	-0.683350	-0.213379	-0.776367	0.068613	-0.020174	0.029740	-0.832620	-0.130848	0.489066	-0.224582	-0.209066	-60.830810	30.313025						
60765		6.624501	-1.450852	2.959482	1.279385	-0.907270	-2.581678	0.672717	0.002793	0.634914	-0.680664	-0.219971	-0.774170	0.066291	-0.014398	0.029545	-0.831433	-0.132055	0.488771	-0.228876	-0.487411	-60.833634	31.068360						
60766		6.607019	-0.869867	2.794591	1.096755	-0.311410	-2.676919	0.750238	0.029987	0.722627	-0.685303	-0.215576	-0.776367	0.066105	-0.008565	0.027904	-0.830138	-0.133341	0.488322	-0.233736	-0.810154	-60.818918	31.926061						
60767		6.697201	-0.411588	2.683207	0.973877	0.184483	-2.654549	0.772947	0.111097	0.764480	-0.685059	-0.219971	-0.769775	0.067002	-0.003963	0.026779	-0.828956	-0.134516	0.487522	-0.238873	-1.160686	-60.754325	32.830234						
60768		6.744874	-0.133074	2.705705	0.823604	0.457166	-2.605438	0.749606	0.180612	0.775430	-0.683105	-0.217773	-0.776367	0.067478	-0.001170	0.026992	-0.827918	-0.135484	0.486458	-0.244038	-1.530044	-60.647562	33.741911						
60769		6.793853	0.166409	2.476561	0.846504	0.864596	-2.681538	0.727726	0.236166	0.749906	-0.680664	-0.222168	-0.771973	0.067961	0.001829	0.024692	-0.827040	-0.136348	0.485155	-0.249074	-1.879668	-60.506052	34.617156						
60770		6.893760	0.220040	2.225302	1.035894	1.090067	-2.723055	0.709950	0.226492	0.691890	-0.682861	-0.222168	-0.769775	0.068955	0.002360	0.022183	-0.826199	-0.137291	0.483864	-0.253814	-2.174837	-60.369152	35.419672						
60771		7.150134	0.056490	2.389992	1.104072	0.981872	-2.419681	0.689487	0.206721	0.605085	-0.685303	-0.217773	-0.774170	0.071524	0.000699	0.023828	-0.825417	-0.138378	0.482607	-0.258126	-2.391266	-60.243475	36.118714						
60772		7.529395	-0.332917	2.788565	1.185490	0.608243	-1.887834	0.689028	0.212202	0.499488	-0.682617	-0.224365	-0.769775	0.075332	-0.003237	0.027794	-0.824764	-0.139711	0.481249	-0.261999	-2.498214	-60.116804	36.692387						
60773		7.786249	-0.818852	2.915534	1.482520	0.248964	-1.594622	0.703484	0.270716	0.400617	-0.680176	-0.228760	-0.762939	0.077918	-0.008135	0.029021	-0.824360	-0.141258	0.479550	-0.265536	-2.493445	-59.958313	37.147248						
60774		7.792712	-1.357666	2.565662	2.065490	0.005346	-1.757513	0.772407	0.317642	0.318135	-0.677979	-0.230957	-0.771973	0.077989	-0.013551	0.025480	-0.824109	-0.143228	0.477502	-0.268927	-2.362985	-59.775896	37.503764						
60775		7.427354	-1.551261	2.317209	2.237740	-0.117403	-2.202165	0.839662	0.372766	0.253242	-0.672852	-0.241943	-0.767578	0.074336	-0.015515	0.022968	-0.824016	-0.145548	0.475076	-0.272244	-2.127458	-59.563285	37.783372						
60776		7.198045	-1.735676	2.577408	2.106596	-0.446667	-2.274118	0.904166	0.361071	0.208352	-0.672607	-0.248535	-0.771973	0.072045	-0.017398	0.025565	-0.823887	-0.148256	0.472569	-0.275515	-1.811088	-59.359385	38.013003						
60777		7.594644	-1.765477	3.248474	1.854815	-0.671419	-1.599478	0.967265	0.264758	0.181691	-0.672363	-0.252930	-0.765137	0.076005	-0.017742	0.032298	-0.823502	-0.151413	0.470338	-0.278747	-1.436620	-59.211338	38.217147						
60778		8.417482	-1.618884	3.814459	1.747067	-0.580008	-0.612900	1.058078	0.176757	0.160733	-0.672119	-0.257324	-0.765137	0.084222	-0.016322	0.037984	-0.822846	-0.155114	0.468318	-0.282033	-0.992517	-59.115239	38.401462						
60779		9.452709	-1.456000	4.473972	1.655864	-0.468174	0.605029	1.065581	0.159234	0.145158	-0.673584	-0.270752	-0.767578	0.094573	-0.014729	0.044586	-0.822144	-0.158900	0.466330	-0.285249	-0.530349	-59.029511	38.569492						
60780		9.895986	-1.575562	4.562581	1.892580	-0.471348	1.023634	1.008754	0.195116	0.158867	-0.668945	-0.272949	-0.751953	0.099017	-0.015907	0.045449	-0.821524	-0.162366	0.464277	-0.288412	-0.114468	-58.924397	38.753850						
60781		9.762517	-1.222023	4.231216	1.877499	-0.061343	0.731240	0.889292	0.141339	0.189700	-0.666260	-0.281738	-0.760742	0.097667	-0.012315	0.042189	-0.820817	-0.165342	0.462628	-0.291372	0.203489	-58.850166	38.972670						
60782		9.816229	-0.298112	3.539989	1.789139	1.044462	0.418971	0.745938	-0.043305	0.215281	-0.668457	-0.281738	-0.751953	0.098158	-0.003008	0.035410	-0.819745	-0.167937	0.461963	-0.293949	0.415044	-58.882912	39.220025						
60783		10.728291	0.922651	3.054145	1.683734	2.540251	0.957058	0.590848	-0.193073	0.223898	-0.666016	-0.288330	-0.747559	0.107243	0.009256	0.030672	-0.818437	-0.170094	0.462136	-0.296072	0.530773	-59.001288	39.475177						
60784		11.725353	1.364311	2.642093	2.038530	3.423867	1.608668	0.487284	-0.160897	0.232395	-0.668457	-0.281982	-0.747559	0.117216	0.013715	0.026549	-0.817268	-0.171758	0.462339	-0.298017	0.577470	-59.102103	39.741389						
60785		12.308431	0.725081	2.405550	2.814276	3.263800	1.987199	0.466227	0.041846	0.247406	-0.670166	-0.292969	-0.740967	0.123080	0.007347	0.024047	-0.816561	-0.172998	0.461749	-0.300145	0.596070	-59.086286	40.026119						
60786		12.634354	-0.140106	4.964328	1.838891	1.303446	3.574266	0.395124	0.196000	0.265651	-0.665771	-0.290771	-0.743164	0.126394	-0.001331	0.049517	-0.816235	-0.173674	0.460655	-0.302315	0.555035	-58.983016	40.333013						
60787		12.740084	0.137055	7.397022	0.135766	0.210532	4.917608	0.366353	0.210287	0.323727	-0.670166	-0.292969	-0.747559	0.127476	0.001442	0.073839	-0.815877	-0.174075	0.459588	-0.304665	0.444101	-58.870852	40.702667						
60788		12.354191	0.394019	8.093356	-0.623769	-0.082389	4.948331	0.252180	0.245733	0.372990	-0.666016	-0.288574	-0.745361	0.123634	0.004069	0.080787	-0.815616	-0.173843	0.458596	-0.306984	0.222433	-58.738819	41.125746						
60789		10.882824	1.354373	9.037803	-2.436269	-0.351112	4.183497	0.136760	0.269979	0.454235	-0.668213	-0.286377	-0.745361	0.108919	0.013729	0.090240	-0.815384	-0.172914	0.457744	-0.309387	-0.138174	-58.590988	41.634722						
60790		9.383306	2.561133	11.707128	-5.550043	-1.431437	4.287327	-0.021992	0.013564	0.571068	-0.668701	-0.277344	-0.743164	0.093767	0.025892	0.117062	-0.814511	-0.171467	0.458286	-0.311680	-0.698431	-58.588234	42.271400						
60791		9.359916	3.863925	12.235122	-6.851161	-0.729986	4.496857	-0.324664	-0.504136	0.757949	-0.678223	-0.266602	-0.747559	0.093143	0.039192	0.122523	-0.812412	-0.169162	0.461555	-0.313590	-1.620644	-58.874816	43.127750						
60792		8.885281	4.507016	10.095756	-6.220575	0.844715	2.906348	-0.763884	-0.495852	0.894358	-0.678711	-0.255615	-0.743164	0.088399	0.045852	0.101003	-0.810459	-0.164740	0.465583	-0.315038	-2.941920	-59.145328	44.153367						
60793		7.507973	4.163058	9.604574	-6.315570	0.463005	1.405382	-0.958915	-0.335727	0.947790	-0.692871	-0.242676	-0.749756	0.074719	0.042445	0.095969	-0.808922	-0.159144	0.469288	-0.316366	-4.434380	-59.308732	45.246012						
60794		6.363335	3.142519	9.175817	-5.895023	-0.372638	0.170815	-1.124677	-0.355525	0.962540	-0.686768	-0.229004	-0.747559	0.063316	0.032246	0.091691	-0.807402	-0.152865	0.473324	-0.317330	-6.051021	-59.467771	46.370611						
60795		6.160585	1.529865	7.845690	-4.130821	-0.829903	-0.642407	-1.090937	-0.206779	0.871004	-0.689697	-0.215820	-0.749756	0.061456	0.015994	0.078435	-0.806310	-0.146695	0.476608	-0.318103	-7.554027	-59.532407	47.384629						
60796		6.932666	0.485008	7.720641	-3.191191	-1.168178	0.003408	-0.970835	-0.041001	0.720795	-0.697021	-0.202637	-0.749756	0.069292	0.005475	0.077195	-0.805729	-0.141097	0.478902	-0.318661	-8.823207	-59.502914	48.206879						
60797		7.975616	-0.187068	8.388649	-2.934734	-1.549722	1.277831	-0.770611	0.029471	0.545827	-0.702148	-0.194092	-0.749756	0.079773	-0.001330	0.083881	-0.805430	-0.136608	0.480455	-0.319036	-9.796739	-59.441533	48.819586						
60798		8.817498	-0.371585	8.487230	-2.659294	-1.340351	2.063777	-0.591213	0.133903	0.394582	-0.700439	-0.182861	-0.754150	0.088239	-0.003291	0.084823	-0.805486	-0.133037	0.481189	-0.319298	-10.501798	-59.332104	49.240430						
